link_num,string,doc_prop,link,date
15,﻿Complete,0.6831683168316832,https://docs.google.com/forms/d/e/1FAIpQLSdt7CbAHESSoCWm_j3eKBO7KfJGKDNXcpqBNRoPawh9P8GH9Q/viewform?usp=sf_link,06/17/20
17,Support Our Work,0.7425742574257426,https://activategood.org/donate,06/17/20
3,Activate MORE Good,0.06818181818181818,https://activategood.org/activatemoregood/,12/21/20
6,Also Visit Activate MORE Good December,0.16666666666666666,https://activategood.org/activatemoregood/,12/21/20
7,Loeffler,0.20454545454545456,https://youtu.be/sUOonhxXw6c,12/21/20
8,Donate Activate MORE Good,0.2196969696969697,https://activategood.org/activatemoregood,12/21/20
9,Contact Development Coordinator Lee Posey Pike,0.3181818181818182,mailto:lee@activategood.org,12/21/20
10,Join LAST Activate Good Virtual Town Hall,0.3560606060606061,https://ncsu.zoom.us/meeting/register/tJAudu2hpzIqHdNo9QQbCXbgq5JFkHqWArCh,12/21/20
12,RSVP Town Hall December 30,0.42424242424242425,https://ncsu.zoom.us/meeting/register/tJAudu2hpzIqHdNo9QQbCXbgq5JFkHqWArCh,12/21/20
13,Operation Mask Up,0.4393939393939394,https://activategood.org/opportunity/5333,12/21/20
16,Sign,0.5303030303030303,https://activategood.org/opportunity/5333,12/21/20
17,NEW Operation Bare Necessities,0.5454545454545454,https://activategood.org/operation-bare-necessities/,12/21/20
19,Sign Diaper Bank Durham January,0.6136363636363636,https://activategood.org/opportunity/5440,12/21/20
20,See,0.6287878787878788,https://activategood.org/opportunity,12/21/20
22,At Gather Voices,0.6742424242424242,https://www.gathervoices.co/,12/21/20
23,Raleigh JohnLaneDBAJTL,0.7348484848484849,mailto:John.Lane@DBAJTL.com,12/21/20
2,Complete Teen Parent HERE,0.06936416184971098,https://activategood.org/teenschangetheworld2019/,07/08/19
3,July 1519,0.08092485549132948,https://activategood.org/wp-content/uploads/2019/05/TeensChangeTheWorld-Week22019.pdf,07/08/19
7,The Teens Change World Summer Program,0.12716763005780346,https://activategood.org/teenschangetheworld2019/,07/08/19
8,Learn More Register Here,0.1791907514450867,https://activategood.org/teenschangetheworld2019/,07/08/19
12,The 911 Day Service Let,0.24855491329479767,https://activategood.org/teenschangetheworld2019/,07/08/19
13,Check Group Interest Form You,0.26011560693641617,https://activategood.org/911day2019-grouppreregistration/,07/08/19
14,Learn More Register Here,0.28901734104046245,https://activategood.org/911day2019-grouppreregistration/,07/08/19
15,Recycle Coordinator,0.36416184971098264,https://activategood.org/opportunity/4437#tab-what,07/08/19
16,Farm Days,0.3988439306358382,https://activategood.org/opportunity/3329#tab-what,07/08/19
17,Art Teaching Assistant,0.4393063583815029,https://activategood.org/opportunity/614#tab-what,07/08/19
18,Puppy Time,0.49710982658959535,https://activategood.org/opportunity/4563#tab-what,07/08/19
19,Shelter Sorting,0.5375722543352601,https://activategood.org/opportunity/4631#tab-shifts,07/08/19
20,Garden Days Alliance Medical Ministry,0.5780346820809249,https://activategood.org/opportunity/4492,07/08/19
21,Women Theatre Festival,0.6416184971098265,https://activategood.org/opportunity/4568#tab-what,07/08/19
22,Crosby Community Day,0.6936416184971098,https://activategood.org/opportunity/4605#tab-what,07/08/19
23,iCan Bike Camp,0.7283236994219653,https://activategood.org/opportunity/4663#tab-what,07/08/19
24,Activate Good,0.7687861271676301,https://activategood.org/,07/08/19
25,Support,0.8034682080924855,https://activategood.org/donate,07/08/19
2,Operation Summer Hunger,0.01639344262295082,https://activategood.org/operationsummerhunger/,07/21/20
4,Operation Summer Hunger Activate Good’,0.12295081967213115,https://activategood.org/operationsummerhunger/,07/21/20
5,Virtual Town Hall,0.1885245901639344,https://us02web.zoom.us/meeting/register/tZYod-6oqjwrHtVgsTZ1mqBNKgG0OKYMd1V5,07/21/20
6,RSVP Zoom,0.27049180327868855,https://us02web.zoom.us/meeting/register/tZYod-6oqjwrHtVgsTZ1mqBNKgG0OKYMd1V5,07/21/20
7,﻿Update,0.319672131147541,https://activategood.org/opportunity/5199,07/21/20
8,Help CORA Food Pantry,0.3360655737704918,https://www.corafoodpantry.org/,07/21/20
9,﻿Grab Go Read,0.3770491803278688,https://activategood.org/opportunity/5219,07/21/20
10,Sort Wake Up Read,0.39344262295081966,https://wakeupandread.org/,07/21/20
11,Build Tiny Houses,0.4344262295081967,https://activategood.org/opportunity/5224,07/21/20
12,Join Wildwoods Community Farm,0.45081967213114754,http://wildwoodsfarmnc.com/,07/21/20
13,Monthly Giving Program Update,0.47540983606557374,https://secure.lglforms.com/form_engine/s/9krEk8xlVTtTcNGy_0EyDg,07/21/20
15,Join Our Monthly Giving Community,0.6065573770491803,https://secure.lglforms.com/form_engine/s/9krEk8xlVTtTcNGy_0EyDg,07/21/20
16,United We Help September 130,0.6229508196721312,https://activategood.org/united,07/21/20
17,Stay United We Help,0.6885245901639344,https://activategood.org/united/,07/21/20
18,Groups Companies Complete,0.7131147540983607,https://docs.google.com/forms/d/e/1FAIpQLSdt7CbAHESSoCWm_j3eKBO7KfJGKDNXcpqBNRoPawh9P8GH9Q/viewform?usp=sf_link,07/21/20
20,Support PeoplePowered Projects Good,0.7622950819672131,https://activategood.org/donate,07/21/20
3,Check HERE,0.13533834586466165,https://activategood.org/operationaccesspart2/,08/05/20
4,See All Details Sign Up,0.15037593984962405,https://activategood.org/operationaccesspart2/,08/05/20
5,Aug 8 Fight Hunger Food Bank,0.18045112781954886,https://activategood.org/opportunity/5163#tab-shifts,08/05/20
6,Sort Pack Books,0.21804511278195488,https://activategood.org/opportunity/5239,08/05/20
7,Skilled Volunteer Refrigerator Repair Professional,0.2556390977443609,https://activategood.org/opportunity/5238,08/05/20
8,CAARE Food Pantry,0.2706766917293233,https://www.caare-inc.org/,08/05/20
9,Aug 5 Train Project Leader,0.2932330827067669,https://activategood.org/opportunity/5235,08/05/20
10,Review,0.3157894736842105,https://activategood.org/opportunity/5235#tab-details,08/05/20
12,See,0.3533834586466165,https://activategood.org/opportunity,08/05/20
13,See COVID19,0.3684210526315789,https://activategood.org/covid19,08/05/20
14,Support Our Efforts,0.38345864661654133,https://activategood.org/donate,08/05/20
15,﻿Signs Good,0.39849624060150374,https://activategood.org/product/signs-for-good/,08/05/20
16,SALE﻿,0.41353383458646614,https://activategood.org/product/signs-for-good/,08/05/20
19,Choose,0.45112781954887216,https://activategood.org/product/signs-for-good/,08/05/20
20,Please Orders,0.48120300751879697,https://activategood.org/product/signs-for-good/,08/05/20
21,Signs Good,0.5413533834586466,https://activategood.org/product/signs-for-good/,08/05/20
22,﻿Wednesday August 12 530pm﻿,0.631578947368421,https://us02web.zoom.us/meeting/register/tZMld-yuqj0pGtKZI0gFaxYxxohQfK9LWcMQ,08/05/20
26,RSVP,0.706766917293233,https://us02web.zoom.us/meeting/register/tZYkc-iorjktHtWzU1flW8EMG1QySCPdxk-n,08/05/20
2,Thanks Colliers International Raleigh Durham,0.07746478873239436,https://www2.colliers.com/en/United-States/Cities/Raleigh,01/31/20
3,POP UP Good Hub,0.1056338028169014,http://www.thegoodhub.org/,01/31/20
4,Special Oak City Productions,0.14084507042253522,https://oakcityproductions.com/,01/31/20
6,Sponsor POP UP,0.19718309859154928,https://activategood.org/thegoodhub/support-popup/,01/31/20
7,POP UP Wish List,0.2112676056338028,https://activategood.org/thegoodhub/pop-up-wish-list/,01/31/20
8,POP UP Volunteer Needs,0.22535211267605634,https://activategood.org/thegoodhub/popup-volunteer/,01/31/20
9,Social Media Help,0.29577464788732394,https://activategood.org/opportunity/5007#tab-what,01/31/20
10,Grantwriting,0.3380281690140845,https://activategood.org/opportunity/4977#tab-what,01/31/20
11,Program Data Evaluation,0.38028169014084506,https://activategood.org/opportunity/4990#tab-what,01/31/20
12,Special Olympics Intern,0.4507042253521127,https://activategood.org/opportunity/4948#tab-what,01/31/20
13,Office Assistant,0.5,https://activategood.org/opportunity/4992#tab-what,01/31/20
14,School Tour Volunteer,0.5492957746478874,https://activategood.org/opportunity/4995#tab-what,01/31/20
15,Garden Day,0.6197183098591549,https://activategood.org/opportunity/4987#tab-what,01/31/20
16,Dress Success Sale,0.6619718309859155,https://activategood.org/opportunity/5030#tab-what,01/31/20
17,Black History Festival,0.704225352112676,https://activategood.org/opportunity/5031#tab-what,01/31/20
18,View,0.7464788732394366,https://activategood.org/opportunity,01/31/20
19,Activate Good,0.7605633802816901,https://activategood.org/,01/31/20
20,Support,0.795774647887324,https://activategood.org/donate,01/31/20
3,Activate MORE Good As,0.056451612903225805,https://activategood.org/activatemoregood/,11/18/20
4,1 Individual Click HERE,0.12096774193548387,https://activategoodvoices.gv-one.com/?gId=1817&rId=5177,11/18/20
5,2 Nonprofit Click HERE,0.14516129032258066,https://activategoodvoices.gv-one.com/?gId=1817&rId=5179,11/18/20
6,It Hunger Homelessness Awareness Week,0.1693548387096774,https://activategood.org/Hunger&HomelessnessWeek,11/18/20
8,Week HERE,0.22580645161290322,https://activategood.org/Hunger&HomelessnessWeek,11/18/20
9,During,0.24193548387096775,https://hhweek.org/,11/18/20
10,Virtual Community Town Hall,0.2661290322580645,https://us02web.zoom.us/meeting/register/tZMpcOCvqz8uGtD8WSjMdclJ4Yft0uMskH-p,11/18/20
12,Register Town Hall HERE,0.3467741935483871,https://us02web.zoom.us/meeting/register/tZMpcOCvqz8uGtD8WSjMdclJ4Yft0uMskH-p,11/18/20
13,Deliver,0.3790322580645161,https://activategood.org/opportunity/5397,11/18/20
14,Build Nature Trails,0.41935483870967744,https://activategood.org/opportunity/5331,11/18/20
15,Tar River Land Conservancy,0.4435483870967742,http://www.tarriver.org/,11/18/20
16,LAST CALL Help Family Volunteer Day,0.4596774193548387,https://activategood.org/opportunity/5374,11/18/20
17,Holiday Volunteering Pride Parents,0.5,https://activategood.org/holidays2020,11/18/20
18,﻿Sign HERE,0.5403225806451613,https://activategood.org/opportunity/5400,11/18/20
19,See ALL Triangle,0.5564516129032258,https://activategood.org/opportunity,11/18/20
20,VOTE Activate Good Best Volunteer Organization,0.5725806451612904,https://wral5.secondstreetapp.com/2020-WRAL-Voters-Choice-Awards/gallery/?group=357635,11/18/20
23,1 Click HERE,0.6290322580645161,https://wral5.secondstreetapp.com/2020-WRAL-Voters-Choice-Awards/gallery/?group=357635,11/18/20
24,Support Our Work,0.6854838709677419,https://activategood.org/activatemoregood/,11/18/20
25,﻿That’ Activate Good,0.717741935483871,https://activategood.org/,11/18/20
3,Watch Volunteer Thank You,0.12,https://youtu.be/_Llxn-psvfI,04/01/20
4,Center Volunteer Caregiving,0.184,https://volunteercaregiving.org/volunteer-2/#volunteer-signup,04/01/20
5,Food Distribution WCPSS,0.216,https://www.wcpss.net/domain/16591,04/01/20
6,Help InterFaith Food Shuttle The Food Bank Central,0.232,https://www.foodshuttle.org/,04/01/20
8,Meals Wheels,0.256,https://www.wakemow.org/volunteer-application-mow-wake-county?fbclid=IwAR2EmNwC9TyoaZADjq2K7fDjqh7dGJuSxqjtV50nyRWeoqSvTql1glLQfUg,04/01/20
9,Draw Paint Pet Portraits,0.312,https://activategood.org/remote-volunteer-project-pet-portraits/,04/01/20
10,Spanish Speakers Help,0.352,https://www.curamericas.org/volunteer-information/?__cf_chl_jschl_tk__=d8e97dfc653ae4b8de15128f83e701f6c84142a3-1585747410-0-AYq1u7njLVlrLdw5WSf0MyDjgMsj4IF8eJ6hXTMJVKVNNX3H8cYImkfUh8A09rDM4-JjjJ0rOxhDXXOptLIVK7J4_IuldLIVn3zMSnaCMowPODcnVzTb1bEzPpMGVfTDMDjWHHwOTSEWi9TYfdiMQrCOcZMWBpNfULlEE36zi-tTl-rOFQW2QGaK-cRxFKf5DtEUIku59owbdi3LoZJT1Wp0GnXaJUgvcRKvw64qxsKk8MiqM8zO5vMjWDelEx4qKAmz74sPGw0_xzEe_ZcIYjJzf6-8Fl5pzpJAYmMusND4rWzgZTBfi20L2xBE7YfLqA,04/01/20
11,Find Funding Nonprofits,0.392,https://activategood.org/remote-volunteer-funding-for-causes/,04/01/20
13,Earlier The Good Hub POP UP,0.688,http://activategood.org/thegoodhub,04/01/20
14,Raleigh Magazine We,0.736,https://raleighmag.com/2020/03/good-hub/,04/01/20
15,Also Check Raleigh Magazine 30 30,0.76,https://raleighmag.com/2020/03/raleigh-magazines-thirty-in-their-30s/,04/01/20
16,Donate Support Our Work,0.8,https://activategood.org/donate,04/01/20
3,Good Hub POP UP,0.13043478260869565,https://activategood.org/covid-19-coronavirus-activate-good-response/,03/12/20
6,702 Oberlin Road Suite 400 Raleigh,0.2782608695652174,https://activategood.org/thegoodhub/schedule-popup/,03/12/20
8,Please,0.30434782608695654,https://activategood.org/thegoodhub/,03/12/20
9,Check Good Hub Pop Up Schedule,0.34782608695652173,https://activategood.org/thegoodhub/,03/12/20
10,﻿The Good Hub POP UP 702 Oberlin,0.3826086956521739,https://activategood.org/thegoodhub/popup/,03/12/20
12,Enormous Anthony Property Group,0.40869565217391307,https://www.aacre.com/,03/12/20
15,To,0.5565217391304348,https://activategood.org/opportunity,03/12/20
16,Browse,0.6086956521739131,https://activategood.org/opportunity,03/12/20
17,Remote,0.6260869565217392,https://activategood.org/remote,03/12/20
19,View,0.6782608695652174,https://activategood.org/opportunity,03/12/20
20,Activate Good,0.6956521739130435,https://activategood.org/,03/12/20
21,Support,0.7391304347826086,https://activategood.org/donate,03/12/20
2,Sign,0.06060606060606061,https://activategood.org/911day2019,09/09/19
3,View,0.15151515151515152,https://activategood.org/911day2019,09/09/19
4,Join 911 Evening Commemoration Service Projects,0.21212121212121213,https://www.eventbrite.com/e/911-day-of-service-2019-evening-commemoration-service-projects-tickets-62352283358?fbclid=IwAR0wRO5ByqQzTC-56Bpc1bvUozPVmayUvkPOwlcf3PNUKzon8HdV7nt3pL8,09/09/19
6,Join 600 830 PM,0.42424242424242425,http://911eveningcommemoration2019.eventbrite.com/,09/09/19
7,RSVP 911 Day Service Commemoration,0.48484848484848486,https://911eveningcommemoration2019.eventbrite.com/,09/09/19
8,Service Be,0.5909090909090909,https://www.facebook.com/activategood/,09/09/19
11,Activate Good,0.6666666666666666,https://activategood.org/,09/09/19
3,This National Volunteer Week April 713,0.0641025641025641,https://activategood.org/nvw2019,03/04/19
4,View Current Volunteer Needs Sign Up,0.09615384615384616,https://activategood.org/nvw2019,03/04/19
8,The Teens Change World Summer Program,0.1858974358974359,https://activategood.org/teenschangetheworld2019/,03/04/19
9,Learn More Register Here,0.23076923076923078,https://activategood.org/teenschangetheworld2019/,03/04/19
10,Also Help Teens Change World Donate,0.24358974358974358,https://activategood.org/teenschangetheworld2019/support/,03/04/19
11,Medical Interpreter,0.32051282051282054,https://activategood.org/opportunity/2327#tab-what,03/04/19
12,ProBono Attorney,0.36538461538461536,https://activategood.org/opportunity/4054#tab-what,03/04/19
13,Robotics Demo Clinic,0.41025641025641024,https://activategood.org/opportunity/2656#tab-what,03/04/19
14,Silent Auction Assistance,0.4807692307692308,https://activategood.org/opportunity/4218#tab-what,03/04/19
15,Backpack Buddies Packers,0.5192307692307693,https://activategood.org/opportunity/4365#tab-what,03/04/19
16,Community Service Farm,0.5641025641025641,https://activategood.org/opportunity/3329#tab-what,03/04/19
17,Tree Giveaway NC Museum Natural Sciences,0.6346153846153846,https://activategood.org/opportunity/2447#tab-details,03/04/19
18,Raleigh St Patrick Day Parade,0.6794871794871795,https://activategood.org/opportunity/4408#tab-what,03/04/19
19,Trail Days Ledge Creek,0.7243589743589743,https://activategood.org/opportunity/4405#tab-what,03/04/19
20,Activate Good,0.7692307692307693,https://activategood.org/,03/04/19
21,Support,0.8076923076923077,https://activategood.org/donate,03/04/19
2,SmART Summer Supply Drive,0.058823529411764705,https://activategood.org/smart/,06/05/20
4,﻿Activate Good Art Intimacy,0.11764705882352941,https://www.artintimacy.org/,06/05/20
5,Check Wish List Drop,0.18627450980392157,https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf,06/05/20
6,Or Amazon Wish List,0.22549019607843138,https://www.amazon.com/hz/wishlist/ls/H6EEWIVCSYZ3/ref=hz_ls_biz_ex,06/05/20
7,Help Spread Word Share Amazon Wish List,0.2549019607843137,https://www.amazon.com/gp/registry/wishlist/H6EEWIVCSYZ3/ref=cm_wl_huc_view,06/05/20
8,Supply Wish List,0.2647058823529412,https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf,06/05/20
9,Be Volunteer Caregiver,0.30392156862745096,https://volunteercaregiving.org/volunteer-2/#volunteer-signup,06/05/20
10,Sign Center Volunteer Caregiving,0.3235294117647059,https://volunteercaregiving.org/,06/05/20
11,Pack Sort Donations Food Bank,0.35294117647058826,https://activategood.org/opportunity/5163,06/05/20
12,Help Census Voting,0.4019607843137255,https://docs.google.com/forms/d/e/1FAIpQLScDBxysRXGCL_k7GDYfd6lEPGx6IesfD1OakIp487pVXGAsXQ/viewform,06/05/20
13,YouCanVote 2020,0.4215686274509804,https://www.youcanvote.org/gonedigital,06/05/20
14,﻿Read,0.5588235294117647,https://activategood.org/social-distanced-volunteering/,06/05/20
16,﻿,0.6470588235294118,https://activategood.org/wp-content/uploads/2020/05/CommunityEngagementSurvey-ActivateGood2020FINAL.pdf,06/05/20
18,That’ Activate Good,0.696078431372549,http://www.activategood.org/,06/05/20
19,Support Our Work,0.7254901960784313,https://activategood.org/donate,06/05/20
2,June 1721 July 1519,0.04597701149425287,https://activategood.org/wp-content/uploads/2019/05/TeensChangeTheWorld-Week12019.pdf,06/04/19
7,The Teens Change World Summer Program,0.09195402298850575,https://activategood.org/teenschangetheworld2019/,06/04/19
8,Learn More Register Here,0.14367816091954022,https://activategood.org/teenschangetheworld2019/,06/04/19
12,The 911 Day Service Let,0.21264367816091953,https://activategood.org/teenschangetheworld2019/,06/04/19
13,Group Interest Form,0.22413793103448276,https://activategood.org/911day2019-grouppreregistration/,06/04/19
14,Learn More Register Here,0.2413793103448276,https://activategood.org/911day2019-grouppreregistration/,06/04/19
16,Learn More Participate Here,0.3160919540229885,https://activategood.org/cookbook/,06/04/19
17,HOBY Seminar,0.3735632183908046,https://activategood.org/opportunity/4571#tab-what,06/04/19
18,Warehouse Assistance,0.41379310344827586,https://activategood.org/opportunity/4511#tab-what,06/04/19
19,Recycle Coordinator,0.4540229885057471,https://activategood.org/opportunity/4437#tab-what,06/04/19
20,Puppy Time,0.5114942528735632,https://activategood.org/opportunity/4563#tab-what,06/04/19
21,Garden Days Alliance Medical Ministry,0.5517241379310345,https://activategood.org/nonprofit/262,06/04/19
22,New Mini Farm,0.5919540229885057,https://activategood.org/opportunity/3329#tab-what,06/04/19
23,YMCA 175th Anniversary,0.6494252873563219,https://activategood.org/opportunity/4578#tab-what,06/04/19
24,Live Local Spring Fest,0.6839080459770115,https://activategood.org/opportunity/4572#tab-what,06/04/19
25,Support STEM Education,0.7241379310344828,https://activategood.org/opportunity/4574#tab-what,06/04/19
26,Activate Good,0.7586206896551724,https://activategood.org/,06/04/19
27,Support,0.7931034482758621,https://activategood.org/donate,06/04/19
2,SIGN UPS NOW OPEN,0.030534351145038167,https://activategood.org/fvd2019,11/01/19
3,Join Activate Good Saturday November 23 Family Volunteer Day,0.0916030534351145,https://activategood.org/fvd2019,11/01/19
4,Space Registration,0.15267175572519084,https://activategood.org/fvd2019,11/01/19
7,Volunteer Director Fundraising,0.2595419847328244,https://activategood.org/opportunity/4890#tab-what,11/01/19
8,Business Development Volunteer,0.3053435114503817,https://activategood.org/opportunity/4805#tab-what,11/01/19
9,Join SOAR Outreach Board,0.3511450381679389,https://activategood.org/opportunity/4845#tab-what,11/01/19
10,Warmth Wake,0.42748091603053434,https://activategood.org/opportunity/432#tab-what,11/01/19
11,Theater Seat Restoration,0.4732824427480916,https://activategood.org/opportunity/4905#tab-what,11/01/19
12,Arts Crafts,0.5267175572519084,https://activategood.org/opportunity/4870#tab-what,11/01/19
13,Lunch Delivery,0.6030534351145038,https://activategood.org/opportunity/718#tab-what,11/01/19
14,PUPPIES,0.648854961832061,https://activategood.org/opportunity/4894#tab-what,11/01/19
