"date","link_num","words_in_link","bolded","font_size","font_color","address"
"01/03/20",5,"here",TRUE,NA,NA,"https://activategood.org/MLKday2020"
"01/03/20",6,"",FALSE,NA,NA,"https://activategood.org/kindness-cards/"
"01/03/20",7,"Kindness Cards",TRUE,NA,NA,"https://activategood.org/kindness-cards/"
"01/03/20",8,"Support our work",FALSE,NA,NA,"https://secure.lglforms.com/form_engine/s/RaaHgiLa83lgC03MgNOvGQ"
"01/03/20",9,"$25 you donate",FALSE,NA,NA,"https://secure.lglforms.com/form_engine/s/RaaHgiLa83lgC03MgNOvGQ"
"01/03/20",10,"here",TRUE,NA,NA,"https://activategood.org/kindness-cards/"
"01/03/20",11,"Festival Merchandiser",TRUE,NA,NA,"https://activategood.org/opportunity/4932#tab-details"
"01/03/20",12,"Housing Advisor",TRUE,NA,NA,"https://activategood.org/opportunity/4823#tab-what"
"01/03/20",13,"Volunteer Bookkeeping",TRUE,NA,NA,"https://activategood.org/opportunity/4980#tab-what"
"01/03/20",14,"Power Hour Volunteers",TRUE,NA,NA,"https://activategood.org/opportunity/4868#tab-what"
"01/03/20",15,"Event Planning Committee",TRUE,NA,NA,"https://activategood.org/opportunity/4848#tab-what"
"01/03/20",16,"Special Olympics Intern",TRUE,NA,NA,"https://activategood.org/opportunity/4948#tab-what"
"01/03/20",17,"Trail Building",TRUE,NA,NA,"https://activategood.org/opportunity/4974#tab-what"
"01/03/20",18,"Adoption Event Assistance",TRUE,NA,NA,"https://activategood.org/opportunity/4981#tab-what"
"01/03/20",19,"Garden Days",TRUE,NA,NA,"https://activategood.org/opportunity/4839#tab-what"
"01/03/20",20,"View all current opportunities to make an impact",FALSE,NA,NA,"https://activategood.org/opportunity"
"01/03/20",21,"Activate Good",FALSE,NA,NA,"https://activategood.org/"
"01/03/20",22,"Support our work and help our impact grow",FALSE,NA,NA,"https://activategood.org/donate"
"01/03/20",23,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"01/03/20",24,"",FALSE,NA,NA,"https://twitter.com/activategood"
"01/03/20",25,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"01/31/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"01/31/20",2,"Colliers International Raleigh Durham",TRUE,NA,NA,"https://www2.colliers.com/en/United-States/Cities/Raleigh"
"01/31/20",3,"our Good Hub site",TRUE,NA,NA,"http://www.thegoodhub.org/"
"01/31/20",4,"Oak City Productions",TRUE,NA,NA,"https://oakcityproductions.com/"
"01/31/20",5,"",FALSE,NA,NA,"https://www.youtube.com/watch?v=rhojfP5qiwA&feature=youtu.be"
"01/31/20",6,"Sponsor the POP UP",FALSE,NA,NA,"https://activategood.org/thegoodhub/support-popup/"
"01/31/20",7,"POP UP Wish List",FALSE,NA,NA,"https://activategood.org/thegoodhub/pop-up-wish-list/"
"01/31/20",8,"POP UP Volunteer Needs",FALSE,NA,NA,"https://activategood.org/thegoodhub/popup-volunteer/"
"01/31/20",9,"Social Media Help",TRUE,NA,NA,"https://activategood.org/opportunity/5007#tab-what"
"01/31/20",10,"Grantwriting",TRUE,NA,NA,"https://activategood.org/opportunity/4977#tab-what"
"01/31/20",11,"Program Data Evaluation",TRUE,NA,NA,"https://activategood.org/opportunity/4990#tab-what"
"01/31/20",12,"Special Olympics Intern",TRUE,NA,NA,"https://activategood.org/opportunity/4948#tab-what"
"01/31/20",13,"Office Assistant",TRUE,NA,NA,"https://activategood.org/opportunity/4992#tab-what"
"01/31/20",14,"School Tour Volunteer",TRUE,NA,NA,"https://activategood.org/opportunity/4995#tab-what"
"01/31/20",15,"Garden Day",TRUE,NA,NA,"https://activategood.org/opportunity/4987#tab-what"
"01/31/20",16,"Dress for Success Sale",TRUE,NA,NA,"https://activategood.org/opportunity/5030#tab-what"
"01/31/20",17,"Black History Festival",TRUE,NA,NA,"https://activategood.org/opportunity/5031#tab-what"
"01/31/20",18,"View all current opportunities to make an impact",FALSE,NA,NA,"https://activategood.org/opportunity"
"01/31/20",19,"Activate Good",FALSE,NA,NA,"https://activategood.org/"
"01/31/20",20,"Support our work and help our impact grow",FALSE,NA,NA,"https://activategood.org/donate"
"01/31/20",21,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"01/31/20",22,"",FALSE,NA,NA,"https://twitter.com/activategood"
"01/31/20",23,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"03/12/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"03/12/20",2,"",FALSE,NA,NA,"https://activategood.org/covid-19-coronavirus-activate-good-response/"
"03/12/20",3,"here",TRUE,NA,NA,"https://activategood.org/covid-19-coronavirus-activate-good-response/"
"03/12/20",4,"remote volunteer opportunities",TRUE,NA,NA,"https://activategood.org/remote"
"03/12/20",5,"here",TRUE,NA,NA,"https://activategood.org/remote"
"03/12/20",6,"help the community, including ways to help remotely",TRUE,NA,NA,"https://activategood.org/remote"
"03/12/20",7,"To continue regular volunteering",TRUE,NA,NA,"https://activategood.org/opportunity"
"03/12/20",8,"here",TRUE,NA,NA,"https://activategood.org/opportunity"
"03/12/20",9,"Remote volunteering",TRUE,NA,NA,"https://activategood.org/remote"
"03/12/20",10,"this list",TRUE,NA,NA,"https://activategood.org/remote"
"03/12/20",11,"View all current opportunities to make an impact",FALSE,NA,NA,"https://activategood.org/opportunity"
"03/12/20",12,"Activate Good",FALSE,NA,NA,"https://activategood.org/"
"03/12/20",13,"Support our work and help our impact grow",FALSE,NA,NA,"https://activategood.org/donate"
"03/12/20",14,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"03/12/20",15,"",FALSE,NA,NA,"https://twitter.com/activategood"
"03/12/20",16,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"03/17/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"03/17/20",2,"linked here",TRUE,NA,NA,"https://activategood.org/covid19/"
"03/17/20",3,"here",TRUE,NA,NA,"https://docs.google.com/forms/d/e/1FAIpQLSf7SmiF1wB5iRgF_nY0t8nsyrBrhq6XLiVUfATtVUFQewznmw/viewform"
"03/17/20",4,"",FALSE,NA,NA,"https://activategood.org/covid19/"
"03/17/20",5,"https://activategood.org/covid19",FALSE,NA,NA,"https://activategood.org/covid19/"
"03/17/20",6,"https://activategood.org/remote",FALSE,NA,NA,"https://activategood.org/remote"
"03/17/20",7,"Volunteer Interest Form",TRUE,NA,NA,"https://docs.google.com/forms/d/e/1FAIpQLSf7SmiF1wB5iRgF_nY0t8nsyrBrhq6XLiVUfATtVUFQewznmw/viewform"
"03/17/20",8,"Website Updates",TRUE,NA,NA,"https://activategood.org/opportunity/4472"
"03/17/20",9,"Courage Cards",TRUE,NA,NA,"https://activategood.org/opportunity/4146"
"03/17/20",10,"Host a Supply Drive",TRUE,NA,NA,"https://activategood.org/opportunity/5123"
"03/17/20",11,"Virtual Ambassadors",TRUE,NA,NA,"https://activategood.org/opportunity/5124"
"03/17/20",12,"Deliver clothes for Note in the Pocket",TRUE,NA,NA,"https://activategood.org/opportunity/5127"
"03/17/20",13,"Grant Research",TRUE,NA,NA,"https://activategood.org/opportunity/5103"
"03/17/20",14,"Activate Good",FALSE,NA,NA,"https://activategood.org/"
"03/17/20",15,"Support our long-term sustainability with a donation",FALSE,NA,NA,"https://activategood.org/donate"
"03/17/20",16,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"03/17/20",17,"",FALSE,NA,NA,"https://twitter.com/activategood"
"03/17/20",18,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"04/01/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"04/01/20",2,"",FALSE,NA,NA,"https://youtu.be/_Llxn-psvfI"
"04/01/20",3,"Watch our Volunteer Thank You video",FALSE,NA,NA,"https://youtu.be/_Llxn-psvfI"
"04/01/20",4,"Center for Volunteer Caregiving",TRUE,NA,NA,"https://volunteercaregiving.org/volunteer-2/#volunteer-signup"
"04/01/20",5,"Food Distribution for WCPSS",TRUE,NA,NA,"https://www.wcpss.net/domain/16591"
"04/01/20",6,"Inter-Faith Food Shuttle",FALSE,NA,NA,"https://www.foodshuttle.org/"
"04/01/20",7,"The Food Bank of Central and Eastern NC",FALSE,NA,NA,"https://foodbankcenc.org/"
"04/01/20",8,"Meals on Wheels",TRUE,NA,NA,"https://www.wakemow.org/volunteer-application-mow-wake-county?fbclid=IwAR2EmNwC9TyoaZADjq2K7fDjqh7dGJuSxqjtV50nyRWeoqSvTql1glLQfUg"
"04/01/20",9,"Draw or Paint Pet Portraits",TRUE,NA,NA,"https://activategood.org/remote-volunteer-project-pet-portraits/"
"04/01/20",10,"Spanish Speakers: Help keep families informed",TRUE,NA,NA,"https://www.curamericas.org/volunteer-information/?__cf_chl_jschl_tk__=d8e97dfc653ae4b8de15128f83e701f6c84142a3-1585747410-0-AYq1u7njLVlrLdw5WSf0MyDjgMsj4IF8eJ6hXTMJVKVNNX3H8cYImkfUh8A09rDM4-JjjJ0rOxhDXXOptLIVK7J4_IuldLIVn3zMSnaCMowPODcnVzTb1bEzPpMGVfTDMDjWHHwOTSEWi9TYfdiMQrCOcZMWBpNfULlEE36zi-tTl-rOFQW2QGaK-cRxFKf5DtEUIku59owbdi3LoZJT1Wp0GnXaJUgvcRKvw64qxsKk8MiqM8zO5vMjWDelEx4qKAmz74sPGw0_xzEe_ZcIYjJzf6-8Fl5pzpJAYmMusND4rWzgZTBfi20L2xBE7YfLqA"
"04/01/20",11,"Find Funding for Nonprofits",TRUE,NA,NA,"https://activategood.org/remote-volunteer-funding-for-causes/"
"04/01/20",12,"",FALSE,NA,NA,"https://raleighmag.com/2020/03/good-hub/"
"04/01/20",13,"Good Hub",FALSE,NA,NA,"http://activategood.org/thegoodhub"
"04/01/20",14,"Raleigh Magazine's feature",FALSE,NA,NA,"https://raleighmag.com/2020/03/good-hub/"
"04/01/20",15,"30 in their 30's",FALSE,NA,NA,"https://raleighmag.com/2020/03/raleigh-magazines-thirty-in-their-30s/"
"04/01/20",16,"Donate and Support Our Work",FALSE,NA,NA,"https://activategood.org/donate"
"04/01/20",17,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"04/01/20",18,"",FALSE,NA,NA,"https://twitter.com/activategood"
"04/01/20",19,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"04/11/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"04/11/20",2,"",FALSE,NA,NA,"https://activategood.org/operationaccess/"
"04/11/20",3,"OPERATION ACCESS",TRUE,NA,NA,"https://activategood.org/operationaccess/"
"04/11/20",4,"HERE",TRUE,NA,NA,"https://activategood.org/operationaccess/"
"04/11/20",5,"Write & Mail Letters to Isolated Seniors",TRUE,NA,NA,"https://activategood.org/wp-content/uploads/2020/04/Op-Sr-Smiles-flyer-Apr2020.pdf"
"04/11/20",6,"Raise Baby Chicks from Home",TRUE,NA,NA,"https://activategood.org/opportunity/5135"
"04/11/20",7,"DIY Pie Tin",TRUE,NA,NA,"https://activategood.org/wp-content/uploads/2020/04/RemoteVolunteerProject-UpcycledButterflyFeeders.pdf"
"04/11/20",8,"Butterfly Feeders",TRUE,NA,NA,"https://activategood.org/wp-content/uploads/2020/04/RemoteVolunteerProject-UpcycledButterflyFeeders.pdf"
"04/11/20",9,"Urgent and Remote Volunteer needs",TRUE,NA,NA,"https://activategood.org/covid19/"
"04/11/20",10,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"04/11/20",11,"",FALSE,NA,NA,"https://twitter.com/activategood"
"04/11/20",12,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"04/11/20",13,"",FALSE,NA,NA,"https://activategood.org/remote-volunteer-opportunities"
"04/11/20",14,"blog",FALSE,NA,NA,"https://activategood.org/blog"
"04/11/20",15,"remote volunteering",FALSE,NA,NA,"https://activategood.org/remote-volunteer-opportunities"
"04/11/20",16,"",FALSE,NA,NA,"https://youtu.be/_Llxn-psvfI"
"04/11/20",17,"Donate and Support Our Work",FALSE,NA,NA,"https://activategood.org/donate"
"04/22/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"04/22/20",2,"Watch our Volunteer Thank You video",FALSE,NA,NA,"https://youtu.be/_Llxn-psvfI"
"04/22/20",3,"Share Your Skills",TRUE,NA,NA,"https://activategood.org/opportunity/5146"
"04/22/20",4,"Curamericas",FALSE,NA,NA,"https://www.curamericas.org/ourwork/"
"04/22/20",5,"Create work for Art in the Garden",TRUE,NA,NA,"https://activategood.org/opportunity/5141"
"04/22/20",6,"Wildwoods Community Farm",FALSE,NA,NA,"http://wildwoodsfarmnc.com/"
"04/22/20",7,"Send Thank You Cards to Healthcare Workers",TRUE,NA,NA,"https://www.unchealthcare.org/coronavirus/ways-to-help/"
"04/22/20",8,"",FALSE,NA,NA,"https://raleighmag.com/2020/03/good-hub/"
"04/22/20",9,"Donate and Support Our Work",FALSE,NA,NA,"https://activategood.org/donate"
"04/22/20",10,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"04/22/20",11,"",FALSE,NA,NA,"https://twitter.com/activategood"
"04/22/20",12,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"04/28/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"04/28/20",2,"Operation Hand Up",TRUE,NA,NA,"https://activategood.org/operationhandup/"
"04/28/20",3,"Oak City Cares",FALSE,NA,NA,"https://oakcitycares.org/"
"04/28/20",4,"hand up",TRUE,NA,NA,"https://activategood.org/operationhandup/"
"04/28/20",5,"",FALSE,NA,NA,"https://activategood.org/operationhandup/"
"04/28/20",6,"Operation Hand Up page",TRUE,NA,NA,"https://activategood.org/operationhandup/"
"04/28/20",7,"",FALSE,NA,NA,"https://www.facebook.com/events/2644248899232364/"
"04/28/20",8,"Homebody: A Chris Hendricks #GivingTuesdayNow Charity Concert",TRUE,NA,NA,"https://www.facebook.com/events/2644248899232364/"
"04/28/20",9,"Chris Hendricks",TRUE,NA,NA,"http://www.iamchrishendricks.com/"
"04/28/20",10,"Join us",TRUE,NA,NA,"https://www.facebook.com/events/2644248899232364/"
"04/28/20",11,"Activate Good",TRUE,NA,NA,"https://www.facebook.com/activategood/?eid=ARB4Q91jhFgegZJzKKRv8iaGGAJ26nTpKK8Yf1VHCIYABrkKOEJOyS7c9b884AJVFGedVYv3x6Y3JECy"
"04/28/20",12,"2017 VOLUNTEER MUSIC VIDEO",TRUE,NA,NA,"https://www.youtube.com/watch?v=0fDkaYSVkF4"
"04/28/20",13,"",FALSE,NA,NA,"https://activategood.org/product/larrys-limited-edition-coffee-brew-good-blend/"
"04/28/20",14,"Larry's Coffee",FALSE,NA,NA,"http://www.larryscoffee.com/"
"04/28/20",15,"check it out",TRUE,NA,NA,"https://activategood.org/product/larrys-limited-edition-coffee-brew-good-blend/"
"04/28/20",16,"https://activategood.org/covid19",FALSE,NA,NA,"https://activategood.org/covid19/"
"04/28/20",17,"",FALSE,NA,NA,"https://activategood.org/covid19"
"04/28/20",18,"https://activategood.org/remote",FALSE,NA,NA,"https://activategood.org/remote"
"04/28/20",19,"Virtual Career Speaker Series",TRUE,NA,NA,"https://activategood.org/opportunity/5154"
"04/28/20",20,"Junior Achievement of Eastern NC",FALSE,NA,NA,"http://www.juniorachievementnc.com/"
"04/28/20",21,"DIY Dog Toys",TRUE,NA,NA,"https://activategood.org/remote-volunteer-project-diy-shirt-toys-dogs/"
"04/28/20",22,"Second Chance Pet Adoptions",FALSE,NA,NA,"http://www.secondchancenc.org/"
"04/28/20",23,"Academic Packets for Students",TRUE,NA,NA,"https://activategood.org/opportunity/5149"
"04/28/20",24,"Activate Good",FALSE,NA,NA,"https://activategood.org/"
"04/28/20",25,"Help us keep our lights on",FALSE,NA,NA,"https://activategood.org/donate"
"04/28/20",26,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"04/28/20",27,"",FALSE,NA,NA,"https://twitter.com/activategood"
"04/28/20",28,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"05/05/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"05/05/20",2,"Homebody: A Chris Hendricks #GivingTuesdayNow Charity Concert",TRUE,NA,NA,"https://www.facebook.com/events/2644248899232364/"
"05/05/20",3,"Chris Hendricks",TRUE,NA,NA,"http://www.iamchrishendricks.com/"
"05/05/20",4,"",FALSE,NA,NA,"https://www.facebook.com/events/2644248899232364/"
"05/05/20",5,"Activate Good",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"05/05/20",6,"Activate Good",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"05/05/20",7,"Chris Hendricks",FALSE,NA,NA,"https://www.facebook.com/chris.hendricks2"
"05/05/20",8,"donate any amount",TRUE,NA,NA,"https://secure.lglforms.com/form_engine/s/Rkoj-1l4WVRIiWjqKEHuxA"
"05/05/20",9,"here",TRUE,NA,NA,"https://www.facebook.com/events/2644248899232364/"
"05/05/20",10,"DONATE",TRUE,NA,NA,"https://secure.lglforms.com/form_engine/s/Rkoj-1l4WVRIiWjqKEHuxA"
"05/05/20",11,"donation page",TRUE,NA,NA,"https://secure.lglforms.com/form_engine/s/Rkoj-1l4WVRIiWjqKEHuxA"
"05/05/20",12,"you can give",TRUE,NA,NA,"https://secure.lglforms.com/form_engine/s/Rkoj-1l4WVRIiWjqKEHuxA"
"05/05/20",13,"Check us out",FALSE,NA,NA,"https://www.guidestar.org/profile/20-3057526?fbclid=IwAR1hVPmSZc99Kkv52oJKWM2PaZYafyyprgMZqghP25-cwXRyWcgv7bjvcJQ"
"05/05/20",14,"Supply Drive for Boys & Girls Clubs",TRUE,NA,NA,"https://activategood.org/opportunity/5123"
"05/05/20",15,"Research to help find Grants and Donations",TRUE,NA,NA,"https://activategood.org/opportunity/5103#tab-what"
"05/05/20",16,"Rusty's Rescue Ranch",FALSE,NA,NA,"https://rustysrescueranch.com/"
"05/05/20",17,"Courage Cards for Teens",TRUE,NA,NA,"https://activategood.org/opportunity/4146"
"05/05/20",18,"Zach's Toy Chest",FALSE,NA,NA,"http://www.zachstoychest.org/"
"05/05/20",19,"2017 Volunteer Music Video",TRUE,NA,NA,"https://www.youtube.com/watch?v=0fDkaYSVkF4"
"05/05/20",20,"",FALSE,NA,NA,"https://www.youtube.com/watch?v=0fDkaYSVkF4"
"05/05/20",21,"Activate Good",FALSE,NA,NA,"https://activategood.org/"
"05/05/20",22,"Click here to support our work",FALSE,NA,NA,"https://activategood.org/donate"
"05/05/20",23,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"05/05/20",24,"",FALSE,NA,NA,"https://twitter.com/activategood"
"05/05/20",25,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"05/13/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"05/13/20",2,"Virtual Storytime Readers",TRUE,NA,NA,"https://activategood.org/virtual-volunteer-readers/"
"05/13/20",3,"Learning Together",TRUE,NA,NA,"https://www.learningtogether.org/"
"05/13/20",4,"HERE",TRUE,NA,NA,"https://forms.gle/xhpLYnA55EkFj8zA7"
"05/13/20",5,"",FALSE,NA,NA,"https://activategood.org/virtual-volunteer-readers/"
"05/13/20",6,"Help the Camden St Learning Garden Thrive",TRUE,NA,NA,"https://foodshuttle.galaxydigital.com/agency/detail/?agency_id=93791"
"05/13/20",7,"Inter-faith Food Shuttle",FALSE,NA,NA,"https://www.foodshuttle.org/"
"05/13/20",8,"Develop a website to help equip teachers to include children with disabilities",TRUE,NA,NA,"https://activategood.org/opportunity/5155#tab-details"
"05/13/20",9,"Community Partnerships",FALSE,NA,NA,"https://activategood.org/opportunity/5155#tab-details"
"05/13/20",10,"Sort deliveries from a Food Drive",TRUE,NA,NA,"https://activategood.org/opportunity/5160"
"05/13/20",11,"Durham Community Food Pantry",FALSE,NA,NA,"https://www.catholiccharitiesraleigh.org/"
"05/13/20",12,"Look for the Helpers",FALSE,NA,NA,"https://docs.google.com/forms/d/e/1FAIpQLSeS4odBWMq1CurCt9lk0J90bqWVarVJ3zEgXkMzRDgSxYbxlQ/viewform"
"05/13/20",13,"here",TRUE,NA,NA,"https://docs.google.com/forms/d/e/1FAIpQLSeS4odBWMq1CurCt9lk0J90bqWVarVJ3zEgXkMzRDgSxYbxlQ/viewform"
"05/13/20",14,"",FALSE,NA,NA,"https://docs.google.com/forms/d/e/1FAIpQLSeS4odBWMq1CurCt9lk0J90bqWVarVJ3zEgXkMzRDgSxYbxlQ/viewform"
"05/13/20",15,"here",TRUE,NA,NA,"https://docs.google.com/forms/d/e/1FAIpQLSeS4odBWMq1CurCt9lk0J90bqWVarVJ3zEgXkMzRDgSxYbxlQ/viewform"
"05/13/20",16,"Triangle Nonprofits share what they hope the world will be like after the pandemic",FALSE,NA,NA,"https://activategood.org/triangle-nonprofits-pandemic/"
"05/13/20",17,"Activate Good",FALSE,NA,NA,"https://activategood.org/"
"05/13/20",18,"Support Our Work",FALSE,NA,NA,"https://activategood.org/donate"
"05/13/20",19,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"05/13/20",20,"",FALSE,NA,NA,"https://twitter.com/activategood"
"05/13/20",21,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"05/20/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"05/20/20",2,"",FALSE,NA,NA,"https://activategood.org/teenschangetheworld/"
"05/20/20",3,"HERE",TRUE,NA,NA,"https://docs.google.com/forms/d/e/1FAIpQLScAclGyJNwEHIIXwz8QkpdgA86amEf7sSZwxmwJPCfd3Va2gg/viewform"
"05/20/20",4,"Become a Digital Volunteer",TRUE,NA,NA,"https://docs.google.com/forms/d/e/1FAIpQLScDBxysRXGCL_k7GDYfd6lEPGx6IesfD1OakIp487pVXGAsXQ/viewform"
"05/20/20",5,"You Can Vote",FALSE,NA,NA,"https://www.youcanvote.org/gonedigital"
"05/20/20",6,"Write Letters to Isolated Seniors",TRUE,NA,NA,"https://activategood.org/wp-content/uploads/2020/04/Op-Sr-Smiles-flyer-Apr2020.pdf"
"05/20/20",7,"Edit community calendar posts",TRUE,NA,NA,"https://activategood.org/opportunity/5131"
"05/20/20",8,"Lung Cancer Initiative",FALSE,NA,NA,"https://www.lungcancerinitiativenc.org/"
"05/20/20",9,"all volunteer opportunities",TRUE,NA,NA,"https://activategood.org/opportunity"
"05/20/20",10,"COVID-19 volunteer opportunity highlights",TRUE,NA,NA,"https://activategood.org/covid19/"
"05/20/20",11,"",FALSE,NA,NA,"https://activategood.org/triangle-nonprofits-pandemic/"
"05/20/20",12,"blog",FALSE,NA,NA,"https://activategood.org/blog"
"05/20/20",13,"newest post",TRUE,NA,NA,"https://activategood.org/triangle-nonprofits-pandemic/"
"05/20/20",14,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"05/20/20",15,"",FALSE,NA,NA,"https://twitter.com/activategood"
"05/20/20",16,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"05/20/20",17,"Donate and Support Our Work",FALSE,NA,NA,"https://activategood.org/donate"
"05/27/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"05/27/20",2,"Community Partner Coronavirus Challenges",FALSE,NA,NA,"https://activategood.org/coronavirus-nonprofit-report/"
"05/27/20",3,"",FALSE,NA,NA,"https://activategood.org/coronavirus-nonprofit-report/"
"05/27/20",4,"Download our Community Partner Coronavirus Challenges Report",FALSE,NA,NA,"https://activategood.org/coronavirus-nonprofit-report/"
"05/27/20",5,"Fight Hunger with the Food Bank",TRUE,NA,NA,"https://activategood.org/opportunity/5165"
"05/27/20",6,"Collect & Donate Garden Tools",TRUE,NA,NA,"https://activategood.org/opportunity/5139"
"05/27/20",7,"Wildwoods Community Farm",FALSE,NA,NA,"https://wildwoodsfarmnc.com/"
"05/27/20",8,"Contribute to the Triangle Cause Wiki",TRUE,NA,NA,"https://activategood.org/trianglecausewiki/"
"05/27/20",9,"",FALSE,NA,NA,"https://activategood.org/impacts/"
"05/27/20",10,"Annual Report",TRUE,NA,NA,"https://activategood.org/impacts/"
"05/27/20",11,"mpacts",FALSE,NA,NA,"https://activategood.org/impacts/"
"05/27/20",12,"Activate Good",FALSE,NA,NA,"https://activategood.org/"
"05/27/20",13,"Donate now!",FALSE,NA,NA,"https://activategood.org/donate"
"05/27/20",14,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"05/27/20",15,"",FALSE,NA,NA,"https://twitter.com/activategood"
"05/27/20",16,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"06/05/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"06/05/20",2,"SmART Summer Supply Drive",TRUE,NA,NA,"https://activategood.org/smart/"
"06/05/20",3,"",FALSE,NA,NA,"https://activategood.org/smart/"
"06/05/20",4,"Art Intimacy",TRUE,NA,NA,"https://www.artintimacy.org/"
"06/05/20",5,"here",TRUE,NA,NA,"https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf"
"06/05/20",6,"Amazon Wish List",TRUE,NA,NA,"https://www.amazon.com/hz/wishlist/ls/H6EEWIVCSYZ3/ref=hz_ls_biz_ex"
"06/05/20",7,"Amazon Wish List",TRUE,NA,NA,"https://www.amazon.com/gp/registry/wishlist/H6EEWIVCSYZ3/ref=cm_wl_huc_view"
"06/05/20",8,"here",TRUE,NA,NA,"https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf"
"06/05/20",9,"Be a Volunteer Caregiver",TRUE,NA,NA,"https://volunteercaregiving.org/volunteer-2/#volunteer-signup"
"06/05/20",10,"Center for Volunteer Caregiving",FALSE,NA,NA,"https://volunteercaregiving.org/"
"06/05/20",11,"Pack & Sort Donations at the Food Bank",TRUE,NA,NA,"https://activategood.org/opportunity/5163"
"06/05/20",12,"Help with Census and Voting",TRUE,NA,NA,"https://docs.google.com/forms/d/e/1FAIpQLScDBxysRXGCL_k7GDYfd6lEPGx6IesfD1OakIp487pVXGAsXQ/viewform"
"06/05/20",13,"YouCanVote",FALSE,NA,NA,"https://www.youcanvote.org/gonedigital"
"06/05/20",14,"﻿",TRUE,NA,NA,"https://activategood.org/social-distanced-volunteering/"
"06/05/20",15,"Read more",TRUE,NA,NA,"https://activategood.org/social-distanced-volunteering/"
"06/05/20",16,"here",TRUE,NA,NA,"https://activategood.org/wp-content/uploads/2020/05/CommunityEngagementSurvey-ActivateGood2020FINAL.pdf"
"06/05/20",17,"",FALSE,NA,NA,"https://activategood.org/wp-content/uploads/2020/05/CommunityEngagementSurvey-ActivateGood2020FINAL.pdf"
"06/05/20",18,"Activate Good",FALSE,NA,NA,"http://www.activategood.org/"
"06/05/20",19,"Support Our Work",FALSE,NA,NA,"https://activategood.org/donate"
"06/05/20",20,"",FALSE,NA,NA,"https://www.facebook.com/activategood/"
"06/05/20",21,"",FALSE,NA,NA,"https://twitter.com/activategood"
"06/05/20",22,"",FALSE,NA,NA,"https://www.instagram.com/activategood/"
"06/10/20",1,"",FALSE,NA,NA,"https://activategood.org/"
"06/10/20",2,"SmART Summer Supply Drive",TRUE,NA,NA,"https://activategood.org/smart/"
"06/10/20",3,"here",TRUE,NA,NA,"https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf"
"06/10/20",4,"Amazon Wish List",TRUE,NA,NA,"https://www.amazon.com/hz/wishlist/ls/H6EEWIVCSYZ3/ref=hz_ls_biz_ex"
"06/10/20",5,"Amazon Wish List",TRUE,NA,NA,"https://www.amazon.com/gp/registry/wishlist/H6EEWIVCSYZ3/ref=cm_wl_huc_view"
"06/10/20",6,"here",TRUE,NA,NA,"https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf"
"06/10/20",7,"",FALSE,NA,NA,"https://activategood.org/smart/"
"06/10/20",8,"Research for the Triangle Cause Wiki",TRUE,NA,NA,"https://activategood.org/trianglecausewiki/"
