"date","address","link_num","words_in_link","is_image","image_width","bolded","font_size","font_color","dup","dup_after_first","image_assoc","link_char_flag","date_sent","clicks","link_click_flag","string","doc_prop","html_flag","color_name","color_name_rgb"
"05/20/20","https://docs.google.com/forms/d/e/1FAIpQLScAclGyJNwEHIIXwz8QkpdgA86amEf7sSZwxmwJPCfd3Va2gg/viewform",3,"HERE",FALSE,NA,TRUE,18,"(206,86,0)",FALSE,FALSE,FALSE,1,"05/20/20 12:43:02",65,1,"Complete HERE",0.275862068965517,1,"Tenne","Tenne (206,86,0)"
"05/20/20","https://docs.google.com/forms/d/e/1FAIpQLScDBxysRXGCL_k7GDYfd6lEPGx6IesfD1OakIp487pVXGAsXQ/viewform",4,"Become a Digital Volunteer",FALSE,NA,TRUE,16,"(0,109,131)",FALSE,FALSE,FALSE,1,"05/20/20 12:43:02",46,1,"Become Digital Volunteer",0.379310344827586,1,"Teal","Teal (0,109,131)"
"05/20/20","https://twitter.com/activategood",15,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"05/20/20 12:43:02",13,1,NA,NA,NA,NA,"NA NA"
"05/20/20","https://www.facebook.com/activategood/",14,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"05/20/20 12:43:02",18,1,NA,NA,NA,NA,"NA NA"
"05/20/20","https://www.instagram.com/activategood/",16,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"05/20/20 12:43:02",21,1,NA,NA,NA,NA,"NA NA"
"05/20/20","https://www.lungcancerinitiativenc.org/",8,"Lung Cancer Initiative",FALSE,NA,FALSE,16,"(57,57,57)",FALSE,FALSE,FALSE,1,"05/20/20 12:43:02",28,1,"Help Lung Cancer Initiative",0.505747126436782,1,"Eclipse","Eclipse (57,57,57)"
"05/20/20","https://www.youcanvote.org/gonedigital",5,"You Can Vote",FALSE,NA,FALSE,16,"(57,57,57)",FALSE,FALSE,FALSE,1,"05/20/20 12:43:02",27,1,"You Can Vote",0.402298850574713,1,"Eclipse","Eclipse (57,57,57)"
"05/27/20","https://activategood.org/",1,"",TRUE,474,FALSE,NA,NA,TRUE,FALSE,TRUE,1,"05/27/20 14:35:57",32,1,NA,NA,NA,NA,"NA NA"
"05/27/20","https://activategood.org/",12,"Activate Good",FALSE,NA,FALSE,21,"(127,127,127)",TRUE,TRUE,TRUE,1,"05/27/20 14:35:57",32,1,"That’ Activate Good",0.652777777777778,1,"Grey","Grey (127,127,127)"
"05/27/20","https://activategood.org/coronavirus-nonprofit-report/",2,"Community Partner Coronavirus Challenges",FALSE,NA,FALSE,18,"(127,127,127)",TRUE,FALSE,TRUE,1,"05/27/20 14:35:57",70,1,"Community Partner Coronavirus",0.236111111111111,1,"Grey","Grey (127,127,127)"
"05/27/20","https://activategood.org/coronavirus-nonprofit-report/",3,"",TRUE,600,FALSE,NA,NA,TRUE,TRUE,TRUE,1,"05/27/20 14:35:57",70,1,NA,NA,NA,NA,"NA NA"
"05/27/20","https://activategood.org/coronavirus-nonprofit-report/",4,"Download our Community Partner Coronavirus Challenges Report",FALSE,NA,FALSE,16,"(255,255,255)",TRUE,TRUE,TRUE,1,"05/27/20 14:35:57",70,1,"Download Community Partner Coronavirus Challenges Report",0.305555555555556,1,"White","White (255,255,255)"
"05/27/20","https://activategood.org/donate",13,"Donate now!",FALSE,NA,FALSE,20,"(255,255,255)",FALSE,FALSE,FALSE,1,"05/27/20 14:35:57",38,1,"Donate",0.694444444444444,1,"White","White (255,255,255)"
"05/27/20","https://activategood.org/impacts/",9,"",TRUE,129,FALSE,NA,NA,TRUE,FALSE,TRUE,1,"05/27/20 14:35:57",49,1,NA,NA,NA,NA,"NA NA"
"05/27/20","https://activategood.org/impacts/",10,"Annual Report",FALSE,NA,TRUE,18,"(242,136,0)",TRUE,TRUE,TRUE,1,"05/27/20 14:35:57",49,1,"We 2019 Annual Report Check",0.569444444444444,1,"Tangerine","Tangerine (242,136,0)"
"05/27/20","https://activategood.org/impacts/",11,"mpacts",FALSE,NA,FALSE,18,"(127,127,127)",TRUE,TRUE,TRUE,1,"05/27/20 14:35:57",49,1,"Thank",0.583333333333333,1,"Grey","Grey (127,127,127)"
"05/27/20","https://activategood.org/opportunity/5139",6,"Collect & Donate Garden Tools",FALSE,NA,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,1,"05/27/20 14:35:57",60,1,"Collect Donate Garden Tools",0.416666666666667,1,"Grey","Grey (127,127,127)"
"05/27/20","https://activategood.org/opportunity/5165",5,"Fight Hunger with the Food Bank",FALSE,NA,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,1,"05/27/20 14:35:57",59,1,"June 6 20 Fight Hunger Food Bank",0.361111111111111,1,"Grey","Grey (127,127,127)"
"05/27/20","https://activategood.org/trianglecausewiki/",8,"Contribute to the Triangle Cause Wiki",FALSE,NA,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,1,"05/27/20 14:35:57",46,1,"Contribute Triangle Cause Wiki",0.486111111111111,1,"Grey","Grey (127,127,127)"
"05/27/20","https://twitter.com/activategood",15,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"05/27/20 14:35:57",27,1,NA,NA,NA,NA,"NA NA"
"05/27/20","https://wildwoodsfarmnc.com/",7,"Wildwoods Community Farm",FALSE,NA,FALSE,16,"(127,127,127)",FALSE,FALSE,FALSE,1,"05/27/20 14:35:57",36,1,"Ask Wildwoods Community Farm",0.444444444444444,1,"Grey","Grey (127,127,127)"
"05/27/20","https://www.facebook.com/activategood/",14,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"05/27/20 14:35:57",28,1,NA,NA,NA,NA,"NA NA"
"05/27/20","https://www.instagram.com/activategood/",16,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"05/27/20 14:35:57",23,1,NA,NA,NA,NA,"NA NA"
"06/04/19","https://activategood.org/",1,"",TRUE,450,FALSE,NA,NA,TRUE,FALSE,TRUE,1,"06/04/19 07:32:06",6,1,NA,NA,NA,NA,"NA NA"
"06/04/19","https://activategood.org/",26,"Activate Good",FALSE,NA,FALSE,21,"(89,89,89)",TRUE,TRUE,TRUE,1,"06/04/19 07:32:06",6,1,"Activate Good",0.758620689655172,1,"Mortar","Mortar (89,89,89)"
"06/04/19","https://activategood.org/911day2019-grouppreregistration/",9,"",TRUE,199,FALSE,NA,NA,TRUE,FALSE,TRUE,1,"06/04/19 07:32:06",25,1,NA,NA,NA,NA,"NA NA"
"06/04/19","https://activategood.org/911day2019-grouppreregistration/",10,"",TRUE,199,FALSE,NA,NA,TRUE,TRUE,TRUE,1,"06/04/19 07:32:06",25,1,NA,NA,NA,NA,"NA NA"
"06/04/19","https://activategood.org/911day2019-grouppreregistration/",11,"",TRUE,199,FALSE,NA,NA,TRUE,TRUE,TRUE,1,"06/04/19 07:32:06",25,1,NA,NA,NA,NA,"NA NA"
"06/04/19","https://activategood.org/911day2019-grouppreregistration/",13,"Group Interest Form",FALSE,NA,TRUE,18,"(255,255,255)",TRUE,TRUE,TRUE,1,"06/04/19 07:32:06",25,1,"Group Interest Form",0.224137931034483,1,"White","White (255,255,255)"
"06/04/19","https://activategood.org/911day2019-grouppreregistration/",14,"Learn More and Register Here",FALSE,NA,FALSE,20,"(255,255,255)",TRUE,TRUE,TRUE,1,"06/04/19 07:32:06",25,1,"Learn More Register Here",0.241379310344828,1,"White","White (255,255,255)"
"06/04/19","https://activategood.org/cookbook/",15,"",TRUE,570,FALSE,NA,NA,TRUE,FALSE,TRUE,1,"06/04/19 07:32:06",5,1,NA,NA,NA,NA,"NA NA"
"06/04/19","https://activategood.org/cookbook/",16,"Learn More and Participate Here",FALSE,NA,FALSE,20,"(255,255,255)",TRUE,TRUE,TRUE,1,"06/04/19 07:32:06",5,1,"Learn More Participate Here",0.316091954022989,1,"White","White (255,255,255)"
"06/04/19","https://activategood.org/donate",27,"Support our work and help our impact grow",FALSE,NA,FALSE,20,"(255,255,255)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",2,1,"Support",0.793103448275862,1,"White","White (255,255,255)"
"06/04/19","https://activategood.org/nonprofit/262",21,"Garden Days at Alliance Medical Ministry",FALSE,NA,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",3,1,"Garden Days Alliance Medical Ministry",0.551724137931034,1,"Teal","Teal (0,109,131)"
"06/04/19","https://activategood.org/opportunity/3329#tab-what",22,"New Mini Farm!",FALSE,NA,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",6,1,"New Mini Farm",0.591954022988506,1,"Teal","Teal (0,109,131)"
"06/04/19","https://activategood.org/opportunity/4437#tab-what",19,"Recycle Coordinator",FALSE,NA,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",7,1,"Recycle Coordinator",0.454022988505747,1,"Teal","Teal (0,109,131)"
"06/04/19","https://activategood.org/opportunity/4511#tab-what",18,"Warehouse Assistance",FALSE,NA,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",10,1,"Warehouse Assistance",0.413793103448276,1,"Teal","Teal (0,109,131)"
"06/04/19","https://activategood.org/opportunity/4563#tab-what",20,"Puppy Time",FALSE,NA,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",17,1,"Puppy Time",0.511494252873563,1,"Teal","Teal (0,109,131)"
"06/04/19","https://activategood.org/opportunity/4571#tab-what",17,"HOBY Seminar",FALSE,NA,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",11,1,"HOBY Seminar",0.373563218390805,1,"Teal","Teal (0,109,131)"
"06/04/19","https://activategood.org/opportunity/4572#tab-what",24,"Live & Local Spring Fest",FALSE,NA,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",8,1,"Live Local Spring Fest",0.683908045977011,1,"Teal","Teal (0,109,131)"
"06/04/19","https://activategood.org/opportunity/4574#tab-what",25,"Support STEM Education",FALSE,NA,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",6,1,"Support STEM Education",0.724137931034483,1,"Teal","Teal (0,109,131)"
"06/04/19","https://activategood.org/opportunity/4578#tab-what",23,"YMCA 175th Anniversary",FALSE,NA,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",13,1,"YMCA 175th Anniversary",0.649425287356322,1,"Teal","Teal (0,109,131)"
"06/04/19","https://activategood.org/teenschangetheworld2019/",4,"",TRUE,199,FALSE,NA,NA,TRUE,FALSE,TRUE,1,"06/04/19 07:32:06",32,1,NA,NA,NA,NA,"NA NA"
"06/04/19","https://activategood.org/teenschangetheworld2019/",5,"",TRUE,199,FALSE,NA,NA,TRUE,TRUE,TRUE,1,"06/04/19 07:32:06",32,1,NA,NA,NA,NA,"NA NA"
"06/04/19","https://activategood.org/teenschangetheworld2019/",6,"",TRUE,199,FALSE,NA,NA,TRUE,TRUE,TRUE,1,"06/04/19 07:32:06",32,1,NA,NA,NA,NA,"NA NA"
"06/04/19","https://activategood.org/teenschangetheworld2019/",7,"Teens Change the World! Summer Program",FALSE,NA,TRUE,18,"(255,255,255)",TRUE,TRUE,TRUE,1,"06/04/19 07:32:06",32,1,"The Teens Change World Summer Program",0.0919540229885057,1,"White","White (255,255,255)"
"06/04/19","https://activategood.org/teenschangetheworld2019/",8,"Learn More and Register Here",FALSE,NA,FALSE,20,"(255,255,255)",TRUE,TRUE,TRUE,1,"06/04/19 07:32:06",32,1,"Learn More Register Here",0.14367816091954,1,"White","White (255,255,255)"
"06/04/19","https://activategood.org/teenschangetheworld2019/",12,"9",FALSE,NA,TRUE,18,"(255,255,255)",TRUE,TRUE,TRUE,1,"06/04/19 07:32:06",32,1,"The 911 Day Service Let",0.21264367816092,1,"White","White (255,255,255)"
"06/04/19","https://activategood.org/wp-content/uploads/2019/05/TeensChangeTheWorld-Week12019.pdf",2,"schedule",FALSE,NA,FALSE,24,"(255,255,255)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",6,1,"June 1721 July 1519",0.0459770114942529,1,"White","White (255,255,255)"
"06/04/19","https://activategood.org/wp-content/uploads/2019/05/TeensChangeTheWorld-Week22019.pdf",3,"schedule",FALSE,NA,FALSE,24,"(255,255,255)",FALSE,FALSE,FALSE,1,"06/04/19 07:32:06",3,1,NA,NA,NA,"White","White (255,255,255)"
"06/04/19","https://twitter.com/activategood",29,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/04/19 07:32:06",1,1,NA,NA,NA,NA,"NA NA"
"06/04/19","https://www.facebook.com/activategood/",28,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/04/19 07:32:06",3,1,NA,NA,NA,NA,"NA NA"
"06/04/19","https://www.instagram.com/activategood/",30,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/04/19 07:32:06",3,1,NA,NA,NA,NA,"NA NA"
"06/05/20","http://www.activategood.org/",18,"Activate Good",FALSE,NA,FALSE,18,"(34,34,34)",FALSE,FALSE,FALSE,1,"06/05/20 07:50:35",15,1,"That’ Activate Good",0.696078431372549,1,"Nero","Nero (34,34,34)"
"06/05/20","https://activategood.org/",1,"",TRUE,474,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/05/20 07:50:35",21,1,NA,NA,NA,NA,"NA NA"
"06/05/20","https://activategood.org/donate",19,"Support Our Work",FALSE,NA,FALSE,20,"(255,255,255)",FALSE,FALSE,FALSE,1,"06/05/20 07:50:35",22,1,"Support Our Work",0.725490196078431,1,"White","White (255,255,255)"
"06/05/20","https://activategood.org/opportunity/5163",11,"Pack & Sort Donations at the Food Bank",FALSE,NA,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,1,"06/05/20 07:50:35",51,1,"Pack Sort Donations Food Bank",0.352941176470588,1,"Grey","Grey (127,127,127)"
"06/05/20","https://activategood.org/smart/",2,"SmART Summer Supply Drive",FALSE,NA,TRUE,32,"(255,255,255)",TRUE,FALSE,TRUE,1,"06/05/20 07:50:35",42,1,"SmART Summer Supply Drive",0.0588235294117647,1,"White","White (255,255,255)"
"06/05/20","https://activategood.org/smart/",3,"",TRUE,280,FALSE,NA,NA,TRUE,TRUE,TRUE,1,"06/05/20 07:50:35",42,1,NA,NA,NA,NA,"NA NA"
"06/05/20","https://activategood.org/social-distanced-volunteering/",14,"﻿",FALSE,NA,TRUE,16,"(238,135,2)",TRUE,FALSE,FALSE,1,"06/05/20 07:50:35",67,1,"﻿Read",0.558823529411765,1,"Tangerine","Tangerine (238,135,2)"
"06/05/20","https://activategood.org/social-distanced-volunteering/",15,"Read more",FALSE,NA,TRUE,18,"(238,135,2)",TRUE,TRUE,FALSE,1,"06/05/20 07:50:35",67,1,NA,NA,NA,"Tangerine","Tangerine (238,135,2)"
"06/05/20","https://activategood.org/wp-content/uploads/2020/05/CommunityEngagementSurvey-ActivateGood2020FINAL.pdf",16,"here",FALSE,NA,TRUE,16,"(127,127,127)",TRUE,FALSE,TRUE,1,"06/05/20 07:50:35",18,1,"﻿",0.647058823529412,1,"Grey","Grey (127,127,127)"
"06/05/20","https://activategood.org/wp-content/uploads/2020/05/CommunityEngagementSurvey-ActivateGood2020FINAL.pdf",17,"",TRUE,543,FALSE,NA,NA,TRUE,TRUE,TRUE,1,"06/05/20 07:50:35",18,1,NA,NA,NA,NA,"NA NA"
"06/05/20","https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf",5,"here",FALSE,NA,TRUE,16,"(0,136,168)",TRUE,FALSE,FALSE,1,"06/05/20 07:50:35",80,1,"Check Wish List Drop",0.186274509803922,1,"Eastern Blue","Eastern Blue (0,136,168)"
"06/05/20","https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf",8,"here",FALSE,NA,TRUE,16,"(0,136,168)",TRUE,TRUE,FALSE,1,"06/05/20 07:50:35",80,1,"Supply Wish List",0.264705882352941,1,"Eastern Blue","Eastern Blue (0,136,168)"
"06/05/20","https://docs.google.com/forms/d/e/1FAIpQLScDBxysRXGCL_k7GDYfd6lEPGx6IesfD1OakIp487pVXGAsXQ/viewform",12,"Help with Census and Voting",FALSE,NA,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,1,"06/05/20 07:50:35",34,1,"Help Census Voting",0.401960784313726,1,"Grey","Grey (127,127,127)"
"06/05/20","https://twitter.com/activategood",21,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/05/20 07:50:35",14,1,NA,NA,NA,NA,"NA NA"
"06/05/20","https://volunteercaregiving.org/",10,"Center for Volunteer Caregiving",FALSE,NA,FALSE,16,"(127,127,127)",FALSE,FALSE,FALSE,1,"06/05/20 07:50:35",33,1,"Sign Center Volunteer Caregiving",0.323529411764706,1,"Grey","Grey (127,127,127)"
"06/05/20","https://volunteercaregiving.org/volunteer-2/#volunteer-signup",9,"Be a Volunteer Caregiver",FALSE,NA,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,1,"06/05/20 07:50:35",25,1,"Be Volunteer Caregiver",0.303921568627451,1,"Grey","Grey (127,127,127)"
"06/05/20","https://www.amazon.com/gp/registry/wishlist/H6EEWIVCSYZ3/ref=cm_wl_huc_view",7,"Amazon Wish List",FALSE,NA,TRUE,16,"(0,136,168)",FALSE,FALSE,FALSE,1,"06/05/20 07:50:35",26,1,"Help Spread Word Share Amazon Wish List",0.254901960784314,1,"Eastern Blue","Eastern Blue (0,136,168)"
"06/05/20","https://www.amazon.com/hz/wishlist/ls/H6EEWIVCSYZ3/ref=hz_ls_biz_ex",6,"Amazon Wish List",FALSE,NA,TRUE,16,"(0,136,168)",FALSE,FALSE,FALSE,1,"06/05/20 07:50:35",54,1,"Or Amazon Wish List",0.225490196078431,1,"Eastern Blue","Eastern Blue (0,136,168)"
"06/05/20","https://www.artintimacy.org/",4,"Art Intimacy",FALSE,NA,TRUE,16,"(0,136,168)",FALSE,FALSE,FALSE,1,"06/05/20 07:50:35",36,1,"﻿Activate Good Art Intimacy",0.117647058823529,1,"Eastern Blue","Eastern Blue (0,136,168)"
"06/05/20","https://www.facebook.com/activategood/",20,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/05/20 07:50:35",17,1,NA,NA,NA,NA,"NA NA"
"06/05/20","https://www.instagram.com/activategood/",22,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/05/20 07:50:35",14,1,NA,NA,NA,NA,"NA NA"
"06/05/20","https://www.youcanvote.org/gonedigital",13,"YouCanVote",FALSE,NA,FALSE,16,"(127,127,127)",FALSE,FALSE,FALSE,1,"06/05/20 07:50:35",35,1,"YouCanVote 2020",0.42156862745098,1,"Grey","Grey (127,127,127)"
"06/10/20","https://activategood.org/",1,"",TRUE,474,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/10/20 11:24:22",19,1,NA,NA,NA,NA,"NA NA"
"06/10/20","https://activategood.org/black-led-triangle-nonprofits/",12,"Read more",FALSE,NA,TRUE,18,"(238,135,2)",TRUE,FALSE,TRUE,1,"06/10/20 11:24:22",47,1,"Read",0.601769911504425,1,"Tangerine","Tangerine (238,135,2)"
"06/10/20","https://activategood.org/black-led-triangle-nonprofits/",13,"",TRUE,450,FALSE,NA,NA,TRUE,TRUE,TRUE,1,"06/10/20 11:24:22",47,1,NA,NA,NA,NA,"NA NA"
"06/10/20","https://activategood.org/donate",16,"Donate to Support People-Powered Projects for Good",FALSE,NA,FALSE,20,"(255,255,255)",FALSE,FALSE,FALSE,1,"06/10/20 11:24:22",28,1,"Donate Support PeoplePowered Projects Good",0.778761061946903,1,"White","White (255,255,255)"
"06/10/20","https://activategood.org/opportunity/2327",9,"Spanish Medical Translation",FALSE,NA,TRUE,16,"(57,57,57)",FALSE,FALSE,FALSE,1,"06/10/20 11:24:22",32,1,"Spanish Medical Translation",0.265486725663717,1,"Eclipse","Eclipse (57,57,57)"
"06/10/20","https://activategood.org/opportunity/5163",10,"Pack & Sort Donations at the Food Bank",FALSE,NA,TRUE,16,"(57,57,57)",FALSE,FALSE,FALSE,1,"06/10/20 11:24:22",70,1,"Pack Sort Donations Food Bank",0.309734513274336,1,"Eclipse","Eclipse (57,57,57)"
"06/10/20","https://activategood.org/smart/",2,"SmART Summer Supply Drive",FALSE,NA,TRUE,32,"(255,255,255)",TRUE,FALSE,TRUE,1,"06/10/20 11:24:22",36,1,"SmART Summer Supply Drive",0.0353982300884956,1,"White","White (255,255,255)"
"06/10/20","https://activategood.org/smart/",7,"",TRUE,280,FALSE,NA,NA,TRUE,TRUE,TRUE,1,"06/10/20 11:24:22",36,1,NA,NA,NA,NA,"NA NA"
"06/10/20","https://activategood.org/trianglecausewiki/",8,"Research for the Triangle Cause Wiki",FALSE,NA,TRUE,16,"(57,57,57)",FALSE,FALSE,FALSE,1,"06/10/20 11:24:22",38,1,"Research Triangle Cause Wiki",0.230088495575221,1,"Eclipse","Eclipse (57,57,57)"
"06/10/20","https://activategood.org/united",15,"",TRUE,600,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/10/20 11:24:22",22,1,NA,NA,NA,NA,"NA NA"
"06/10/20","https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf",3,"here",FALSE,NA,TRUE,16,"(0,136,168)",TRUE,FALSE,FALSE,1,"06/10/20 11:24:22",75,1,"Check Wish List Drop",0.106194690265487,1,"Eastern Blue","Eastern Blue (0,136,168)"
"06/10/20","https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf",6,"here",FALSE,NA,TRUE,16,"(0,136,168)",TRUE,TRUE,FALSE,1,"06/10/20 11:24:22",75,1,"Supply Wish List",0.176991150442478,1,"Eastern Blue","Eastern Blue (0,136,168)"
"06/10/20","https://docs.google.com/forms/d/e/1FAIpQLSdt7CbAHESSoCWm_j3eKBO7KfJGKDNXcpqBNRoPawh9P8GH9Q/viewform?usp=sf_link",14,"Complete our volunteer interest form",FALSE,NA,FALSE,20,"(57,57,57)",FALSE,FALSE,FALSE,1,"06/10/20 11:24:22",24,1,"Groups Companies Complete",0.725663716814159,1,"Eclipse","Eclipse (57,57,57)"
"06/10/20","https://twitter.com/activategood",18,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/10/20 11:24:22",17,1,NA,NA,NA,NA,"NA NA"
"06/10/20","https://us02web.zoom.us/meeting/register/tZ0rf-6upzssGtKgVMkznkdR1nZKg9aa9DVN",11,"RSVP to participate",FALSE,NA,TRUE,17,"(238,135,2)",FALSE,FALSE,FALSE,1,"06/10/20 11:24:22",24,1,"RSVP Zoom",0.469026548672566,1,"Tangerine","Tangerine (238,135,2)"
"06/10/20","https://www.amazon.com/gp/registry/wishlist/H6EEWIVCSYZ3/ref=cm_wl_huc_view",5,"Amazon Wish List",FALSE,NA,TRUE,16,"(0,136,168)",FALSE,FALSE,FALSE,1,"06/10/20 11:24:22",36,1,"Help Spread Word Share Amazon Wish List",0.168141592920354,1,"Eastern Blue","Eastern Blue (0,136,168)"
"06/10/20","https://www.amazon.com/hz/wishlist/ls/H6EEWIVCSYZ3/ref=hz_ls_biz_ex",4,"Amazon Wish List",FALSE,NA,TRUE,16,"(0,136,168)",FALSE,FALSE,FALSE,1,"06/10/20 11:24:22",62,1,"Or Amazon Wish List",0.141592920353982,1,"Eastern Blue","Eastern Blue (0,136,168)"
"06/10/20","https://www.facebook.com/activategood/",17,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/10/20 11:24:22",18,1,NA,NA,NA,NA,"NA NA"
"06/10/20","https://www.instagram.com/activategood/",19,"",TRUE,65,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/10/20 11:24:22",19,1,NA,NA,NA,NA,"NA NA"
"06/17/20","https://activategood.org/",1,"",TRUE,474,FALSE,NA,NA,FALSE,FALSE,TRUE,1,"06/17/20 07:21:09",24,1,NA,NA,NA,NA,"NA NA"
"06/17/20","https://activategood.org/donate",7,"Support Our Work",FALSE,NA,FALSE,20,"(255,255,255)",TRUE,FALSE,FALSE,1,"06/17/20 07:21:09",22,1,"Support Our Work",0.435643564356436,1,"White","White (255,255,255)"
"06/17/20","https://activategood.org/donate",17,"Support Our Work",FALSE,NA,FALSE,20,"(255,255,255)",TRUE,TRUE,FALSE,1,"06/17/20 07:21:09",22,1,"Support Our Work",0.742574257425743,1,"White","White (255,255,255)"
"06/17/20","https://activategood.org/opportunity",14,"all volunteer needs",FALSE,NA,TRUE,18,"(57,57,57)",FALSE,FALSE,FALSE,1,"06/17/20 07:21:09",39,1,"See Triangle",0.623762376237624,1,"Eclipse","Eclipse (57,57,57)"
"06/17/20","https://activategood.org/opportunity/5139",10,"Collect & Donate Garden Tools",FALSE,NA,TRUE,16,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/17/20 07:21:09",31,1,"Collect Donate Garden Tools",0.524752475247525,1,"Teal","Teal (0,109,131)"
"06/17/20","https://activategood.org/remote-volunteer-project-diy-shirt-toys-dogs/",12,"DIY Dog Toys",FALSE,NA,TRUE,16,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/17/20 07:21:09",46,1,"DIY Dog Toys",0.574257425742574,1,"Teal","Teal (0,109,131)"
"06/17/20","https://activategood.org/wp-content/uploads/2020/06/SendASmile_digital.pdf",8,"Send a Smile",FALSE,NA,TRUE,16,"(0,109,131)",FALSE,FALSE,FALSE,1,"06/17/20 07:21:09",57,1,"Send Smile",0.475247524752475,1,"Teal","Teal (0,109,131)"
"06/17/20","https://docs.google.com/forms/d/e/1FAIpQLSc7hxiJOXuENpd550X3sbbHr--CDDBhV2I74go-fKPtJ3WPBg/viewform",2,"",TRUE,360,FALSE,NA,NA,TRUE,FALSE,TRUE,1,"06/17/20 07:21:09",107,1,NA,NA,NA,NA,"NA NA"
"06/17/20","https://docs.google.com/forms/d/e/1FAIpQLSc7hxiJOXuENpd550X3sbbHr--CDDBhV2I74go-fKPtJ3WPBg/viewform",3,"Middle Mile driver",FALSE,NA,TRUE,16,"(57,57,57)",TRUE,TRUE,TRUE,1,"06/17/20 07:21:09",107,1,"Sign Middle Mile",0.158415841584158,1,"Eclipse","Eclipse (57,57,57)"
"06/17/20","https://docs.google.com/forms/d/e/1FAIpQLSc7hxiJOXuENpd550X3sbbHr--CDDBhV2I74go-fKPtJ3WPBg/viewform",4,"Get All the Details and Sign Up",FALSE,NA,TRUE,24,"(255,150,0)",TRUE,TRUE,TRUE,1,"06/17/20 07:21:09",107,1,"Get All Details Sign Up",0.237623762376238,1,"Orange Peel","Orange Peel (255,150,0)"
"06/17/20","https://docs.google.com/forms/d/e/1FAIpQLSdt7CbAHESSoCWm_j3eKBO7KfJGKDNXcpqBNRoPawh9P8GH9Q/viewform?usp=sf_link",15,"﻿Complete our group volunteer interest form",FALSE,NA,FALSE,18,"(255,255,255)",TRUE,FALSE,TRUE,1,"06/17/20 07:21:09",35,1,"﻿Complete",0.683168316831683,1,"White","White (255,255,255)"
"06/17/20","https://docs.google.com/forms/d/e/1FAIpQLSdt7CbAHESSoCWm_j3eKBO7KfJGKDNXcpqBNRoPawh9P8GH9Q/viewform?usp=sf_link",16,"",TRUE,600,FALSE,NA,NA,TRUE,TRUE,TRUE,1,"06/17/20 07:21:09",35,1,NA,NA,NA,NA,"NA NA"
