"date","address","link_num","words_in_link","is_image","bolded","font_size","font_color","dup","dup_after_first","image_assoc","date_sent","clicks"
"05/13/20","https://www.foodshuttle.org/",7,"Inter-faith Food Shuttle",FALSE,FALSE,16,"(127,127,127)",FALSE,FALSE,FALSE,"05/13/20 14:08:31",36
"05/13/20","https://www.instagram.com/activategood/",21,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"05/13/20 14:08:31",17
"05/13/20","https://www.learningtogether.org/",3,"Learning Together",FALSE,TRUE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"05/13/20 14:08:31",35
"05/20/20","https://activategood.org/",1,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"05/20/20 12:43:02",27
"05/20/20","https://activategood.org/blog",12,"blog",FALSE,FALSE,18,"(57, 57, 57)",FALSE,FALSE,FALSE,"05/20/20 12:43:02",15
"05/20/20","https://activategood.org/covid19/",10,"COVID-19 volunteer opportunity highlights",FALSE,TRUE,18,"(127,127,127)",FALSE,FALSE,FALSE,"05/20/20 12:43:02",41
"05/20/20","https://activategood.org/donate",17,"Donate and Support Our Work",FALSE,FALSE,20,"(255,255,255)",FALSE,FALSE,FALSE,"05/20/20 12:43:02",13
"05/20/20","https://activategood.org/opportunity",9,"all volunteer opportunities",FALSE,TRUE,18,"(127,127,127)",FALSE,FALSE,FALSE,"05/20/20 12:43:02",44
"05/20/20","https://activategood.org/opportunity/5131",7,"Edit community calendar posts",FALSE,TRUE,16,"(0,109,131)",FALSE,FALSE,FALSE,"05/20/20 12:43:02",20
"05/20/20","https://activategood.org/teenschangetheworld/",2,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"05/20/20 12:43:02",34
"05/20/20","https://activategood.org/triangle-nonprofits-pandemic/",13,"newest post",FALSE,TRUE,18,"(57, 57, 57)",TRUE,TRUE,TRUE,"05/20/20 12:43:02",26
"05/20/20","https://activategood.org/triangle-nonprofits-pandemic/",11,"",TRUE,FALSE,NA,NA,TRUE,FALSE,TRUE,"05/20/20 12:43:02",26
"05/20/20","https://activategood.org/wp-content/uploads/2020/04/Op-Sr-Smiles-flyer-Apr2020.pdf",6,"Write Letters to Isolated Seniors",FALSE,TRUE,16,"(0,109,131)",FALSE,FALSE,FALSE,"05/20/20 12:43:02",66
"05/20/20","https://docs.google.com/forms/d/e/1FAIpQLScAclGyJNwEHIIXwz8QkpdgA86amEf7sSZwxmwJPCfd3Va2gg/viewform",3,"HERE",FALSE,TRUE,18,"(206, 86, 0)",FALSE,FALSE,FALSE,"05/20/20 12:43:02",65
"05/20/20","https://docs.google.com/forms/d/e/1FAIpQLScDBxysRXGCL_k7GDYfd6lEPGx6IesfD1OakIp487pVXGAsXQ/viewform",4,"Become a Digital Volunteer",FALSE,TRUE,16,"(0,109,131)",FALSE,FALSE,FALSE,"05/20/20 12:43:02",46
"05/20/20","https://twitter.com/activategood",15,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"05/20/20 12:43:02",13
"05/20/20","https://www.facebook.com/activategood/",14,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"05/20/20 12:43:02",18
"05/20/20","https://www.instagram.com/activategood/",16,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"05/20/20 12:43:02",21
"05/20/20","https://www.lungcancerinitiativenc.org/",8,"Lung Cancer Initiative",FALSE,FALSE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"05/20/20 12:43:02",28
"05/20/20","https://www.youcanvote.org/gonedigital",5,"You Can Vote",FALSE,FALSE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"05/20/20 12:43:02",27
"05/27/20","https://activategood.org/",12,"Activate Good",FALSE,FALSE,21,"(127,127,127)",TRUE,TRUE,TRUE,"05/27/20 14:35:57",32
"05/27/20","https://activategood.org/",1,"",TRUE,FALSE,NA,NA,TRUE,FALSE,TRUE,"05/27/20 14:35:57",32
"05/27/20","https://activategood.org/coronavirus-nonprofit-report/",4,"Download our Community Partner Coronavirus Challenges Report",FALSE,FALSE,16,"(255,255,255)",TRUE,TRUE,TRUE,"05/27/20 14:35:57",70
"05/27/20","https://activategood.org/coronavirus-nonprofit-report/",2,"Community Partner Coronavirus Challenges",FALSE,FALSE,18,"(127, 127, 127)",TRUE,FALSE,TRUE,"05/27/20 14:35:57",70
"05/27/20","https://activategood.org/coronavirus-nonprofit-report/",3,"",TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,"05/27/20 14:35:57",70
"05/27/20","https://activategood.org/donate",13,"Donate now!",FALSE,FALSE,20,"(255,255,255)",FALSE,FALSE,FALSE,"05/27/20 14:35:57",38
"05/27/20","https://activategood.org/impacts/",11,"mpacts",FALSE,FALSE,18,"(127,127,127)",TRUE,TRUE,TRUE,"05/27/20 14:35:57",49
"05/27/20","https://activategood.org/impacts/",10,"Annual Report",FALSE,TRUE,18,"(242, 136, 0)",TRUE,TRUE,TRUE,"05/27/20 14:35:57",49
"05/27/20","https://activategood.org/impacts/",9,"",TRUE,FALSE,NA,NA,TRUE,FALSE,TRUE,"05/27/20 14:35:57",49
"05/27/20","https://activategood.org/opportunity/5139",6,"Collect & Donate Garden Tools",FALSE,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,"05/27/20 14:35:57",60
"05/27/20","https://activategood.org/opportunity/5165",5,"Fight Hunger with the Food Bank",FALSE,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,"05/27/20 14:35:57",59
"05/27/20","https://activategood.org/trianglecausewiki/",8,"Contribute to the Triangle Cause Wiki",FALSE,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,"05/27/20 14:35:57",46
"05/27/20","https://twitter.com/activategood",15,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"05/27/20 14:35:57",27
"05/27/20","https://wildwoodsfarmnc.com/",7,"Wildwoods Community Farm",FALSE,FALSE,16,"(127, 127, 127)",FALSE,FALSE,FALSE,"05/27/20 14:35:57",36
"05/27/20","https://www.facebook.com/activategood/",14,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"05/27/20 14:35:57",28
"05/27/20","https://www.instagram.com/activategood/",16,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"05/27/20 14:35:57",23
"06/04/19","https://activategood.org/",1,"",TRUE,FALSE,NA,NA,TRUE,FALSE,TRUE,"06/04/19 07:32:06",6
"06/04/19","https://activategood.org/",26,"Activate Good",FALSE,FALSE,21,"(89, 89, 89)",TRUE,TRUE,TRUE,"06/04/19 07:32:06",6
"06/04/19","https://activategood.org/911day2019-grouppreregistration/",10,"",TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,"06/04/19 07:32:06",25
"06/04/19","https://activategood.org/911day2019-grouppreregistration/",9,"",TRUE,FALSE,NA,NA,TRUE,FALSE,TRUE,"06/04/19 07:32:06",25
"06/04/19","https://activategood.org/911day2019-grouppreregistration/",14,"Learn More and Register Here",FALSE,FALSE,20,"(255,255,255)",TRUE,TRUE,TRUE,"06/04/19 07:32:06",25
"06/04/19","https://activategood.org/911day2019-grouppreregistration/",11,"",TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,"06/04/19 07:32:06",25
"06/04/19","https://activategood.org/911day2019-grouppreregistration/",13,"Group Interest Form",FALSE,TRUE,18,"(255, 255, 255)",TRUE,TRUE,TRUE,"06/04/19 07:32:06",25
"06/04/19","https://activategood.org/cookbook/",16,"Learn More and Participate Here",FALSE,FALSE,20,"(255,255,255)",TRUE,TRUE,TRUE,"06/04/19 07:32:06",5
"06/04/19","https://activategood.org/cookbook/",15,"",TRUE,FALSE,NA,NA,TRUE,FALSE,TRUE,"06/04/19 07:32:06",5
"06/04/19","https://activategood.org/donate",27,"Support our work and help our impact grow",FALSE,FALSE,20,"(255,255,255)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",2
"06/04/19","https://activategood.org/nonprofit/262",21,"Garden Days at Alliance Medical Ministry",FALSE,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",3
"06/04/19","https://activategood.org/opportunity/3329#tab-what",22,"New Mini Farm!",FALSE,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",6
"06/04/19","https://activategood.org/opportunity/4437#tab-what",19,"Recycle Coordinator",FALSE,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",7
"06/04/19","https://activategood.org/opportunity/4511#tab-what",18,"Warehouse Assistance",FALSE,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",10
"06/04/19","https://activategood.org/opportunity/4563#tab-what",20,"Puppy Time",FALSE,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",17
"06/04/19","https://activategood.org/opportunity/4571#tab-what",17,"HOBY Seminar",FALSE,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",11
"06/04/19","https://activategood.org/opportunity/4572#tab-what",24,"Live & Local Spring Fest",FALSE,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",8
"06/04/19","https://activategood.org/opportunity/4574#tab-what",25,"Support STEM Education",FALSE,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",6
"06/04/19","https://activategood.org/opportunity/4578#tab-what",23,"YMCA 175th Anniversary",FALSE,TRUE,15,"(0,109,131)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",13
"06/04/19","https://activategood.org/teenschangetheworld2019/",6,"",TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,"06/04/19 07:32:06",32
"06/04/19","https://activategood.org/teenschangetheworld2019/",8,"Learn More and Register Here",FALSE,FALSE,20,"(255,255,255)",TRUE,TRUE,TRUE,"06/04/19 07:32:06",32
"06/04/19","https://activategood.org/teenschangetheworld2019/",5,"",TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,"06/04/19 07:32:06",32
"06/04/19","https://activategood.org/teenschangetheworld2019/",4,"",TRUE,FALSE,NA,NA,TRUE,FALSE,TRUE,"06/04/19 07:32:06",32
"06/04/19","https://activategood.org/teenschangetheworld2019/",12,"9",FALSE,TRUE,18,"(255, 255, 255)",TRUE,TRUE,TRUE,"06/04/19 07:32:06",32
"06/04/19","https://activategood.org/teenschangetheworld2019/",7,"Teens Change the World! Summer Program",FALSE,TRUE,18,"(255, 255, 255)",TRUE,TRUE,TRUE,"06/04/19 07:32:06",32
"06/04/19","https://activategood.org/wp-content/uploads/2019/05/TeensChangeTheWorld-Week12019.pdf",2,"schedule",FALSE,FALSE,24,"(255, 255, 255)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",6
"06/04/19","https://activategood.org/wp-content/uploads/2019/05/TeensChangeTheWorld-Week22019.pdf",3,"schedule",FALSE,FALSE,24,"(255, 255, 255)",FALSE,FALSE,FALSE,"06/04/19 07:32:06",3
"06/04/19","https://twitter.com/activategood",29,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/04/19 07:32:06",1
"06/04/19","https://www.facebook.com/activategood/",28,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/04/19 07:32:06",3
"06/04/19","https://www.instagram.com/activategood/",30,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/04/19 07:32:06",3
"06/04/19","https://activategood.org/teenschangetheworld2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/04/19 07:32:06",1
"06/05/20","http://www.activategood.org/",18,"Activate Good",FALSE,FALSE,18,"(34, 34, 34)",FALSE,FALSE,FALSE,"06/05/20 07:50:35",15
"06/05/20","https://activategood.org/",1,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/05/20 07:50:35",21
"06/05/20","https://activategood.org/donate",19,"Support Our Work",FALSE,FALSE,20,"(255,255,255)",FALSE,FALSE,FALSE,"06/05/20 07:50:35",22
"06/05/20","https://activategood.org/opportunity/5163",11,"Pack & Sort Donations at the Food Bank",FALSE,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,"06/05/20 07:50:35",51
"06/05/20","https://activategood.org/smart/",2,"SmART Summer Supply Drive",FALSE,TRUE,32,"(255, 255, 255)",TRUE,FALSE,TRUE,"06/05/20 07:50:35",42
"06/05/20","https://activategood.org/smart/",3,"",TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,"06/05/20 07:50:35",42
"06/05/20","https://activategood.org/social-distanced-volunteering/",14,"﻿",FALSE,TRUE,16,"(238, 135, 2)",TRUE,FALSE,FALSE,"06/05/20 07:50:35",67
"06/05/20","https://activategood.org/social-distanced-volunteering/",15,"Read more",FALSE,TRUE,18,"(238, 135, 2)",TRUE,TRUE,FALSE,"06/05/20 07:50:35",67
"06/05/20","https://activategood.org/wp-content/uploads/2020/05/CommunityEngagementSurvey-ActivateGood2020FINAL.pdf",16,"here",FALSE,TRUE,16,"(127,127,127)",TRUE,FALSE,TRUE,"06/05/20 07:50:35",18
"06/05/20","https://activategood.org/wp-content/uploads/2020/05/CommunityEngagementSurvey-ActivateGood2020FINAL.pdf",17,"",TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,"06/05/20 07:50:35",18
"06/05/20","https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf",5,"here",FALSE,TRUE,16,"(0,136,168)",TRUE,FALSE,FALSE,"06/05/20 07:50:35",80
"06/05/20","https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf",8,"here",FALSE,TRUE,16,"(0,136,168)",TRUE,TRUE,FALSE,"06/05/20 07:50:35",80
"06/05/20","https://docs.google.com/forms/d/e/1FAIpQLScDBxysRXGCL_k7GDYfd6lEPGx6IesfD1OakIp487pVXGAsXQ/viewform",12,"Help with Census and Voting",FALSE,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,"06/05/20 07:50:35",34
"06/05/20","https://twitter.com/activategood",21,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/05/20 07:50:35",14
"06/05/20","https://volunteercaregiving.org/",10,"Center for Volunteer Caregiving",FALSE,FALSE,16,"(127,127,127)",FALSE,FALSE,FALSE,"06/05/20 07:50:35",33
"06/05/20","https://volunteercaregiving.org/volunteer-2/#volunteer-signup",9,"Be a Volunteer Caregiver",FALSE,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,"06/05/20 07:50:35",25
"06/05/20","https://www.amazon.com/gp/registry/wishlist/H6EEWIVCSYZ3/ref=cm_wl_huc_view",7,"Amazon Wish List",FALSE,TRUE,16,"(0,136,168)",FALSE,FALSE,FALSE,"06/05/20 07:50:35",26
"06/05/20","https://www.amazon.com/hz/wishlist/ls/H6EEWIVCSYZ3/ref=hz_ls_biz_ex",6,"Amazon Wish List",FALSE,TRUE,16,"(0,136,168)",FALSE,FALSE,FALSE,"06/05/20 07:50:35",54
"06/05/20","https://www.artintimacy.org/",4,"Art Intimacy",FALSE,TRUE,16,"(0,136,168)",FALSE,FALSE,FALSE,"06/05/20 07:50:35",36
"06/05/20","https://www.facebook.com/activategood/",20,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/05/20 07:50:35",17
"06/05/20","https://www.instagram.com/activategood/",22,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/05/20 07:50:35",14
"06/05/20","https://www.youcanvote.org/gonedigital",13,"YouCanVote",FALSE,FALSE,16,"(127,127,127)",FALSE,FALSE,FALSE,"06/05/20 07:50:35",35
"06/10/20","https://activategood.org/",1,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/10/20 11:24:22",19
"06/10/20","https://activategood.org/black-led-triangle-nonprofits/",12,"Read more",FALSE,TRUE,18,"(238, 135, 2)",TRUE,FALSE,TRUE,"06/10/20 11:24:22",47
"06/10/20","https://activategood.org/black-led-triangle-nonprofits/",13,"",TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,"06/10/20 11:24:22",47
"06/10/20","https://activategood.org/donate",16,"Donate to Support People-Powered Projects for Good",FALSE,FALSE,20,"(255,255,255)",FALSE,FALSE,FALSE,"06/10/20 11:24:22",28
"06/10/20","https://activategood.org/opportunity/2327",9,"Spanish Medical Translation",FALSE,TRUE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"06/10/20 11:24:22",32
"06/10/20","https://activategood.org/opportunity/5163",10,"Pack & Sort Donations at the Food Bank",FALSE,TRUE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"06/10/20 11:24:22",70
"06/10/20","https://activategood.org/smart/",7,"",TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,"06/10/20 11:24:22",36
"06/10/20","https://activategood.org/smart/",2,"SmART Summer Supply Drive",FALSE,TRUE,32,"(255, 255, 255)",TRUE,FALSE,TRUE,"06/10/20 11:24:22",36
"06/10/20","https://activategood.org/trianglecausewiki/",8,"Research for the Triangle Cause Wiki",FALSE,TRUE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"06/10/20 11:24:22",38
"06/10/20","https://activategood.org/united",15,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/10/20 11:24:22",22
"06/10/20","https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf",3,"here",FALSE,TRUE,16,"(0,136,168)",TRUE,FALSE,FALSE,"06/10/20 11:24:22",75
"06/10/20","https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf",6,"here",FALSE,TRUE,16,"(0,136,168)",TRUE,TRUE,FALSE,"06/10/20 11:24:22",75
"06/10/20","https://docs.google.com/forms/d/e/1FAIpQLSdt7CbAHESSoCWm_j3eKBO7KfJGKDNXcpqBNRoPawh9P8GH9Q/viewform?usp=sf_link",14,"Complete our volunteer interest form",FALSE,FALSE,20,"(57, 57, 57)",FALSE,FALSE,FALSE,"06/10/20 11:24:22",24
"06/10/20","https://twitter.com/activategood",18,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/10/20 11:24:22",17
"06/10/20","https://us02web.zoom.us/meeting/register/tZ0rf-6upzssGtKgVMkznkdR1nZKg9aa9DVN",11,"RSVP to participate",FALSE,TRUE,17,"(238, 135, 2)",FALSE,FALSE,FALSE,"06/10/20 11:24:22",24
"06/10/20","https://www.amazon.com/gp/registry/wishlist/H6EEWIVCSYZ3/ref=cm_wl_huc_view",5,"Amazon Wish List",FALSE,TRUE,16,"(0,136,168)",FALSE,FALSE,FALSE,"06/10/20 11:24:22",36
"06/10/20","https://www.amazon.com/hz/wishlist/ls/H6EEWIVCSYZ3/ref=hz_ls_biz_ex",4,"Amazon Wish List",FALSE,TRUE,16,"(0,136,168)",FALSE,FALSE,FALSE,"06/10/20 11:24:22",62
"06/10/20","https://www.facebook.com/activategood/",17,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/10/20 11:24:22",18
"06/10/20","https://www.instagram.com/activategood/",19,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/10/20 11:24:22",19
"06/17/20","https://activategood.org/",1,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/17/20 07:21:09",24
"06/17/20","https://activategood.org/donate",17,"Support Our Work",FALSE,FALSE,20,"(255,255,255)",TRUE,TRUE,FALSE,"06/17/20 07:21:09",22
"06/17/20","https://activategood.org/donate",7,"Support Our Work",FALSE,FALSE,20,"(255,255,255)",TRUE,FALSE,FALSE,"06/17/20 07:21:09",22
"06/17/20","https://activategood.org/opportunity",14,"all volunteer needs",FALSE,TRUE,18,"(57, 57, 57)",FALSE,FALSE,FALSE,"06/17/20 07:21:09",39
"06/17/20","https://activategood.org/opportunity/5139",10,"Collect & Donate Garden Tools",FALSE,TRUE,16,"(0, 109, 131)",FALSE,FALSE,FALSE,"06/17/20 07:21:09",31
"06/17/20","https://activategood.org/remote-volunteer-project-diy-shirt-toys-dogs/",12,"DIY Dog Toys",FALSE,TRUE,16,"(0, 109, 131)",FALSE,FALSE,FALSE,"06/17/20 07:21:09",46
"06/17/20","https://activategood.org/wp-content/uploads/2020/06/SendASmile_digital.pdf",8,"Send a Smile",FALSE,TRUE,16,"(0, 109, 131)",FALSE,FALSE,FALSE,"06/17/20 07:21:09",57
"06/17/20","https://docs.google.com/forms/d/e/1FAIpQLSc7hxiJOXuENpd550X3sbbHr--CDDBhV2I74go-fKPtJ3WPBg/viewform",4,"Get All the Details and Sign Up",FALSE,TRUE,24,"(255, 150, 0)",TRUE,TRUE,TRUE,"06/17/20 07:21:09",107
"06/17/20","https://docs.google.com/forms/d/e/1FAIpQLSc7hxiJOXuENpd550X3sbbHr--CDDBhV2I74go-fKPtJ3WPBg/viewform",3,"Middle Mile driver",FALSE,TRUE,16,"(57, 57, 57)",TRUE,TRUE,TRUE,"06/17/20 07:21:09",107
"06/17/20","https://docs.google.com/forms/d/e/1FAIpQLSc7hxiJOXuENpd550X3sbbHr--CDDBhV2I74go-fKPtJ3WPBg/viewform",2,"",TRUE,FALSE,NA,NA,TRUE,FALSE,TRUE,"06/17/20 07:21:09",107
"06/17/20","https://docs.google.com/forms/d/e/1FAIpQLSdt7CbAHESSoCWm_j3eKBO7KfJGKDNXcpqBNRoPawh9P8GH9Q/viewform?usp=sf_link",15,"﻿Complete our group volunteer interest form",FALSE,FALSE,18,"(255, 255, 255)",TRUE,FALSE,TRUE,"06/17/20 07:21:09",35
"06/17/20","https://docs.google.com/forms/d/e/1FAIpQLSdt7CbAHESSoCWm_j3eKBO7KfJGKDNXcpqBNRoPawh9P8GH9Q/viewform?usp=sf_link",16,"",TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,"06/17/20 07:21:09",35
"06/17/20","https://transitionslifecare.org/",9,"Transitions LifeCare",FALSE,FALSE,16,"(57,57,57)",FALSE,FALSE,FALSE,"06/17/20 07:21:09",31
"06/17/20","https://twitter.com/activategood",19,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/17/20 07:21:09",18
"06/17/20","https://us02web.zoom.us/meeting/register/tZ0rf-6upzssGtKgVMkznkdR1nZKg9aa9DVN",6,"here",FALSE,TRUE,24,"(0, 136, 168)",TRUE,TRUE,FALSE,"06/17/20 07:21:09",39
"06/17/20","https://us02web.zoom.us/meeting/register/tZ0rf-6upzssGtKgVMkznkdR1nZKg9aa9DVN",5,"﻿Join us TONIGHT!",FALSE,TRUE,32,"(255, 255, 255)",TRUE,FALSE,FALSE,"06/17/20 07:21:09",39
"06/17/20","https://wildwoodsfarmnc.com/",11,"Wildwoods Community Farm",FALSE,FALSE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"06/17/20 07:21:09",14
"06/17/20","https://www.facebook.com/activategood/",18,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/17/20 07:21:09",24
"06/17/20","https://www.instagram.com/activategood/",20,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/17/20 07:21:09",26
"06/17/20","https://www.secondchancenc.org/",13,"Second Chance Pet Adoptions",FALSE,FALSE,16,"(67, 67, 67)",FALSE,FALSE,FALSE,"06/17/20 07:21:09",30
"06/24/20","http://wildwoodsfarmnc.com/",9,"Wildwoods Community Farm",FALSE,FALSE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"06/24/20 07:21:17",36
"06/24/20","https://activategood.org/",1,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/24/20 07:21:17",36
"06/24/20","https://activategood.org/donate",4,"Support Our Efforts",FALSE,FALSE,20,"(255,255,255)",FALSE,FALSE,FALSE,"06/24/20 07:21:17",35
"06/24/20","https://activategood.org/opportunity/5179",7,"Help Dress for Success Shoppers",FALSE,TRUE,16,"(0, 109, 131)",FALSE,FALSE,FALSE,"06/24/20 07:21:17",66
"06/24/20","https://activategood.org/opportunity/5186",5,"Build a Stage",FALSE,TRUE,16,"(0, 109, 131)",FALSE,FALSE,FALSE,"06/24/20 07:21:17",38
"06/24/20","https://activategood.org/opportunity/5192",8,"Paint Rocks for Victory Garden",FALSE,TRUE,16,"(0, 109, 131)",FALSE,FALSE,FALSE,"06/24/20 07:21:17",59
"06/24/20","https://corralriding.org/",6,"CORRAL Riding Academy",FALSE,FALSE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"06/24/20 07:21:17",28
"06/24/20","https://docs.google.com/forms/d/e/1FAIpQLSdt7CbAHESSoCWm_j3eKBO7KfJGKDNXcpqBNRoPawh9P8GH9Q/viewform?usp=sf_link",3,"",TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,"06/24/20 07:21:17",50
"06/24/20","https://docs.google.com/forms/d/e/1FAIpQLSdt7CbAHESSoCWm_j3eKBO7KfJGKDNXcpqBNRoPawh9P8GH9Q/viewform?usp=sf_link",2,"﻿Complete our group volunteer interest form",FALSE,FALSE,18,"(255, 255, 255)",TRUE,FALSE,TRUE,"06/24/20 07:21:17",50
"06/24/20","https://twitter.com/activategood",14,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/24/20 07:21:17",29
"06/24/20","https://us02web.zoom.us/meeting/register/tZMld-yuqj0pGtKZI0gFaxYxxohQfK9LWcMQ",10,"﻿Wednesday, July 1 at 5:30pm",FALSE,TRUE,32,"(255, 255, 255)",TRUE,FALSE,FALSE,"06/24/20 07:21:17",36
"06/24/20","https://us02web.zoom.us/meeting/register/tZMld-yuqj0pGtKZI0gFaxYxxohQfK9LWcMQ",11,"﻿",FALSE,FALSE,10,"(127,127,127)",TRUE,TRUE,FALSE,"06/24/20 07:21:17",36
"06/24/20","https://us02web.zoom.us/meeting/register/tZMld-yuqj0pGtKZI0gFaxYxxohQfK9LWcMQ",12,"here",FALSE,TRUE,24,"(0, 136, 168)",TRUE,TRUE,FALSE,"06/24/20 07:21:17",36
"06/24/20","https://www.facebook.com/activategood/",13,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/24/20 07:21:17",23
"06/24/20","https://www.instagram.com/activategood/",15,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"06/24/20 07:21:17",24
"07/01/20","http://www.activategood.org/smart",3,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"07/01/20 06:51:53",18
"07/01/20","https://activategood.org/",1,"",TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,"07/01/20 06:51:53",26
"07/01/20","https://activategood.org/covid19/",10,"here",FALSE,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,"07/01/20 06:51:53",24
"07/01/20","https://activategood.org/donate",17,"Donate to Support People-Powered Projects for Good",FALSE,FALSE,20,"(255,255,255)",FALSE,FALSE,FALSE,"07/01/20 06:51:53",23
"07/01/20","https://activategood.org/join-board/",14,"Click here to learn more and apply",FALSE,TRUE,24,NA,FALSE,FALSE,FALSE,"07/01/20 06:51:53",54
"07/01/20","https://activategood.org/opportunity",9,"here",FALSE,TRUE,16,"(127,127,127)",FALSE,FALSE,FALSE,"07/01/20 06:51:53",29
"07/01/20","https://activategood.org/opportunity/5163",5,"Pack & Sort Donations at the Food Bank",FALSE,TRUE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"07/01/20 06:51:53",42
"07/01/20","https://activategood.org/opportunity/5195",6,"Prep for the Super Duper Duck Splash",FALSE,TRUE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"07/01/20 06:51:53",36
"07/01/20","https://activategood.org/opportunity/5199",7,"Update Client Info in Database",FALSE,TRUE,16,"(57, 57, 57)",FALSE,FALSE,FALSE,"07/01/20 06:51:53",24
